block_id,status,n_targets,n_saved_this_run,elapsed_minutes,message,n_pending_at_start
2025_HARP12623_20250122_1024_20250123_0624,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP12589_20250123_0924_20250123_2224,completed,9,0,0.325,8 sample errors retained for retry,8.0
2025_HARP12600_20250124_1000_20250124_1624,error,5,0,,RuntimeError('Downloaded 335 Å segment does not cover all target timestamps within 180 seconds.'),
2025_HARP12643_20250125_0912_20250126_0424,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP12643_20250126_1012_20250127_0524,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP12660_20250127_2036_20250128_0612,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP12657_20250130_1012_20250131_0524,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP12679_20250201_1748_20250202_0548,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP12679_20250202_1112_20250203_0624,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP12701_20250204_0124_20250204_0612,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP12701_20250204_1936_20250205_0512,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP12667_20250205_1100_20250205_1724,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP12701_20250206_2024_20250207_0424,already_complete,6,0,0.0,all_samples_already_in_gcp,
2025_HARP12703_20250207_2048_20250208_1912,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12712_20250209_1000_20250209_1624,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP12708_20250210_1100_20250211_0924,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12712_20250211_1936_20250212_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP12712_20250212_2000_20250213_1824,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12765_20250213_1948_20250214_1812,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12752_20250214_1324_20250215_1148,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12752_20250215_1324_20250216_1148,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12732_20250216_1812_20250216_2124,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP12733_20250217_0948_20250218_0812,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12768_20250218_2312_20250219_2148,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12793_20250220_1624_20250220_1624,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP12755_20250221_1936_20250221_2112,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP12807_20250222_1236_20250223_1100,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12793_20250223_1936_20250224_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP12810_20250225_0100_20250225_2324,error,15,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.'),
2025_HARP12810_20250226_0100_20250226_0412,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP12810_20250227_0512_20250227_1136,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP12798_20250227_2112_20250228_1624,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP12798_20250228_1936_20250301_0200,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP12806_20250302_0448_20250302_1600,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP12808_20250303_1436_20250303_1748,completed,3,0,0.111,3 sample errors retained for retry,3
2025_HARP12865_20250304_2136_20250305_0048,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP12861_20250306_1136_20250306_1624,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP12861_20250307_1936_20250307_2112,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP12861_20250309_0036_20250309_2300,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12861_20250310_0036_20250310_1636,already_complete,11,0,0.0,all_samples_already_in_gcp,
2025_HARP12861_20250310_1948_20250310_2148,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP12888_20250311_1100_20250312_0948,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12873_20250312_1124_20250312_2136,error,7,0,,RuntimeError('Downloaded 211 Å segment does not cover all target timestamps within 180 seconds.'),
2025_HARP12879_20250312_2100_20250313_1924,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12885_20250313_2012_20250314_0412,already_complete,6,0,0.0,all_samples_already_in_gcp,
2025_HARP12879_20250314_0848_20250315_0712,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12906_20250314_1524_20250315_1348,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12893_20250315_1236_20250316_1100,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12893_20250316_1236_20250317_1100,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12889_20250317_0212_20250317_1148,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP12889_20250317_1500_20250318_0212,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP12907_20250318_0736_20250318_2024,already_complete,9,0,0.0,all_samples_already_in_gcp,
2025_HARP12933_20250318_1936_20250318_1936,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP12907_20250318_2348_20250319_1724,already_complete,12,0,0.0,all_samples_already_in_gcp,
2025_HARP12955_20250319_1948_20250320_1812,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12955_20250320_1948_20250321_1812,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12941_20250321_1712_20250322_0424,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP12923_20250322_0236_20250323_0100,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12941_20250324_0736_20250325_0424,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP12962_20250325_1124_20250326_1012,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP12962_20250327_0112_20250327_0424,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP12961_20250328_0212_20250329_0036,completed,15,0,0.552,15 sample errors retained for retry,15
2025_HARP12961_20250329_0524_20250329_1812,completed,9,0,0.338,9 sample errors retained for retry,9
2025_HARP12961_20250330_2300_20250331_1812,completed,13,0,0.494,13 sample errors retained for retry,13
2025_HARP12961_20250401_0036_20250401_0036,completed,1,0,0.035,1 sample errors retained for retry,1
2025_HARP12993_20250402_0236_20250402_1212,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13004_20250402_0924_20250402_1236,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13009_20250402_2024_20250402_2336,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13004_20250403_0248_20250403_0424,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13011_20250403_2048_20250404_1912,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13009_20250404_0748_20250405_0612,error,15,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.'),
2025_HARP13004_20250405_0748_20250406_0612,error,15,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.'),
2025_HARP13030_20250406_0936_20250407_0800,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13024_20250407_1936_20250408_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13024_20250408_2000_20250408_2312,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13053_20250409_1936_20250409_2248,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13036_20250410_2000_20250411_1824,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13044_20250412_0124_20250412_2348,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13035_20250413_1100_20250413_1100,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13036_20250413_2136_20250414_0848,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13035_20250414_2036_20250414_2348,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13056_20250415_0300_20250415_1100,already_complete,6,0,0.0,all_samples_already_in_gcp,
2025_HARP13102_20250415_1836_20250415_2336,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP13102_20250416_0736_20250416_1400,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13078_20250417_0736_20250417_1536,already_complete,6,0,0.0,all_samples_already_in_gcp,
2025_HARP13102_20250418_0736_20250418_1848,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13102_20250419_0736_20250419_1712,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13091_20250421_0036_20250421_0036,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13108_20250421_0736_20250421_2200,already_complete,10,0,0.0,all_samples_already_in_gcp,
2025_HARP13091_20250422_0348_20250423_0212,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13108_20250423_0112_20250423_0424,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13108_20250423_0736_20250424_0624,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13104_20250424_0148_20250424_2100,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP13118_20250424_1936_20250425_0824,error,9,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.'),
2025_HARP13108_20250425_0800_20250425_1424,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13117_20250425_2224_20250426_2048,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13133_20250426_1248_20250427_1200,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13117_20250426_2224_20250427_1824,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP13133_20250427_1336_20250427_1824,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP13142_20250428_0200_20250428_2148,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP13144_20250428_0236_20250428_1736,already_complete,10,0,0.0,all_samples_already_in_gcp,
2025_HARP13147_20250428_1100_20250429_0924,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13133_20250429_0048_20250429_2000,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP13147_20250429_1100_20250429_1724,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13133_20250430_0048_20250430_2324,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13145_20250430_1948_20250430_2124,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13147_20250501_1424_20250502_1248,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13171_20250502_2236_20250503_0012,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13171_20250503_1200_20250504_0224,already_complete,10,0,0.0,all_samples_already_in_gcp,
2025_HARP13171_20250505_0024_20250505_1624,already_complete,11,0,0.0,all_samples_already_in_gcp,
2025_HARP13171_20250505_1936_20250505_2112,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13182_20250506_0736_20250506_1712,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13171_20250507_0024_20250507_1136,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13190_20250508_0736_20250509_0424,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13207_20250509_2324_20250510_2012,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13190_20250510_2336_20250511_0424,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP13207_20250511_2324_20250512_2148,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13199_20250513_0312_20250513_1736,already_complete,10,0,0.0,all_samples_already_in_gcp,
2025_HARP13199_20250514_0136_20250514_1112,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13199_20250515_1500_20250515_1500,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13231_20250517_0900_20250518_0724,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13249_20250518_1936_20250519_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13246_20250519_1424_20250520_1248,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13232_20250520_0036_20250520_2300,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13249_20250520_1936_20250521_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13269_20250521_0712_20250521_2212,already_complete,10,0,0.0,all_samples_already_in_gcp,
2025_HARP13246_20250522_1936_20250523_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13264_20250523_1548_20250524_1412,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13264_20250524_1548_20250525_1412,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13264_20250525_1548_20250526_1412,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13292_20250526_0736_20250527_0636,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13273_20250527_0500_20250528_0412,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13264_20250527_1948_20250527_1948,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13274_20250528_0812_20250529_0712,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13274_20250529_0848_20250529_1824,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13299_20250530_1700_20250530_2324,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13294_20250601_0236_20250602_0100,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13299_20250602_0236_20250603_0100,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13306_20250603_0748_20250604_0500,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13306_20250605_0848_20250605_1200,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13327_20250607_0100_20250607_2324,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13323_20250607_2312_20250608_2136,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13323_20250608_2312_20250609_2136,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13347_20250610_1648_20250611_1512,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13323_20250611_2324_20250612_1036,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13345_20250613_0736_20250614_0424,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13366_20250614_1812_20250615_1636,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13366_20250615_1812_20250616_0212,already_complete,6,0,0.0,all_samples_already_in_gcp,
2025_HARP13345_20250616_0736_20250617_0424,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13366_20250618_0700_20250619_0236,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP13386_20250622_0012_20250622_2236,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13403_20250623_0736_20250624_0424,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13403_20250624_0736_20250625_0424,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13403_20250625_0736_20250625_1736,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13415_20250625_2148_20250626_0724,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13434_20250626_2012_20250627_1900,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13434_20250627_2036_20250628_1900,error,15,0,,RuntimeError('Downloaded 211 Å segment does not cover all target timestamps within 180 seconds.'),
2025_HARP13412_20250629_1136_20250629_1624,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP13432_20250629_2248_20250630_1136,already_complete,9,0,0.0,all_samples_already_in_gcp,
2025_HARP13432_20250630_1936_20250701_0024,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP13439_20250701_0036_20250701_0036,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13439_20250701_0348_20250701_2124,already_complete,12,0,0.0,all_samples_already_in_gcp,
2025_HARP13449_20250701_2100_20250701_2236,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13439_20250702_0036_20250702_0212,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13436_20250702_0200_20250702_1624,already_complete,10,0,0.0,all_samples_already_in_gcp,
2025_HARP13432_20250702_2000_20250703_0048,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP13449_20250703_0036_20250703_0036,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13445_20250703_0400_20250703_2000,already_complete,11,0,0.0,all_samples_already_in_gcp,
2025_HARP13445_20250703_2312_20250704_2136,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13436_20250704_2312_20250705_2136,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13445_20250705_2312_20250706_0048,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13446_20250707_0736_20250708_0424,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13483_20250710_0048_20250710_1600,already_complete,10,0,0.0,all_samples_already_in_gcp,
2025_HARP13470_20250711_0136_20250711_0624,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP13470_20250711_1936_20250712_0648,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13476_20250712_1936_20250713_0536,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13470_20250713_1000_20250713_1624,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13476_20250714_1936_20250715_0512,completed,7,0,0.127,3 sample errors retained for retry,3
2025_HARP13476_20250716_1024_20250716_2136,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13501_20250717_0924_20250718_0612,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13501_20250718_1012_20250719_0524,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP13493_20250719_1036_20250719_1212,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13532_20250719_1936_20250720_0512,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13517_20250720_1112_20250720_1248,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13506_20250721_0912_20250722_0424,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP13507_20250721_1936_20250722_0512,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13522_20250722_2136_20250723_0536,already_complete,6,0,0.0,all_samples_already_in_gcp,
2025_HARP13517_20250723_2148_20250724_0100,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13524_20250724_1036_20250725_0112,completed,10,0,0.23,4 sample errors retained for retry,4
2025_HARP13542_20250725_0548_20250725_0548,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13542_20250725_1000_20250725_1624,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13561_20250726_1000_20250726_1624,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13543_20250726_1748_20250727_0500,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13543_20250727_0912_20250728_0424,already_complete,13,0,0.0,all_samples_already_in_gcp,
2025_HARP13568_20250727_1212_20250728_0548,already_complete,12,0,0.0,all_samples_already_in_gcp,
2025_HARP13548_20250728_0924_20250728_1236,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13561_20250728_1024_20250728_1200,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13548_20250728_1548_20250729_0536,already_complete,9,0,0.0,all_samples_already_in_gcp,
2025_HARP13543_20250728_1636_20250728_1948,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13568_20250729_0612_20250729_0612,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13542_20250729_1136_20250729_1624,already_complete,4,0,0.0,all_samples_already_in_gcp,
2025_HARP13576_20250730_0236_20250730_0236,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13552_20250730_0912_20250731_0500,error,13,0,,RuntimeError('Downloaded 131 Å segment does not cover all target timestamps within 180 seconds.'),
2025_HARP13543_20250730_1700_20250730_2324,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13548_20250731_1036_20250731_2324,already_complete,9,0,0.0,all_samples_already_in_gcp,
2025_HARP13567_20250801_0924_20250802_0612,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13567_20250802_1936_20250803_0512,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13567_20250804_0936_20250804_1248,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13567_20250805_1000_20250805_1000,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13610_20250806_1200_20250807_1112,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13599_20250807_2200_20250808_0424,already_complete,5,0,0.0,all_samples_already_in_gcp,
2025_HARP13599_20250808_1712_20250809_0424,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13606_20250809_1612_20250810_0148,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13597_20250810_1936_20250811_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13612_20250811_1936_20250812_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13597_20250812_1936_20250813_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13612_20250813_2000_20250814_1824,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13624_20250814_1900_20250815_1724,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13624_20250815_1900_20250816_1724,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13627_20250817_0236_20250818_0100,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13624_20250818_1912_20250818_2048,already_complete,2,0,0.0,all_samples_already_in_gcp,
2025_HARP13652_20250819_0536_20250820_0400,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13652_20250820_0536_20250821_0412,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13652_20250821_0548_20250822_0412,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13676_20250822_0512_20250822_1624,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13676_20250822_1936_20250823_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13652_20250823_0548_20250823_1836,already_complete,9,0,0.0,all_samples_already_in_gcp,
2025_HARP13676_20250823_1936_20250824_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13694_20250824_1924_20250825_1748,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13673_20250825_0812_20250825_1624,already_complete,6,0,0.0,all_samples_already_in_gcp,
2025_HARP13673_20250825_1936_20250826_1624,completed,14,14,4.962,success,14
2025_HARP13694_20250826_1924_20250827_1748,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13694_20250827_1948_20250828_0524,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13691_20250829_0300_20250829_0612,already_complete,3,0,0.0,all_samples_already_in_gcp,
2025_HARP13708_20250829_1936_20250830_1624,already_complete,14,0,0.0,all_samples_already_in_gcp,
2025_HARP13708_20250831_1848_20250901_0424,already_complete,7,0,0.0,all_samples_already_in_gcp,
2025_HARP13723_20250902_0100_20250902_2324,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13723_20250903_0100_20250903_2336,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13730_20250904_0424_20250904_0424,already_complete,1,0,0.0,all_samples_already_in_gcp,
2025_HARP13722_20250904_2324_20250905_2148,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13722_20250905_2324_20250906_1036,already_complete,8,0,0.0,all_samples_already_in_gcp,
2025_HARP13747_20250906_1336_20250907_1236,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13747_20250907_1412_20250908_1236,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13747_20250908_1412_20250909_1236,already_complete,15,0,0.0,all_samples_already_in_gcp,
2025_HARP13736_20250910_1300_20250911_0200,already_complete,9,0,0.0,all_samples_already_in_gcp,
