block_id,status,n_targets,n_pending_at_start,n_saved_this_run,elapsed_minutes,message
2026_HARP14260_20260109_1936_20260110_0648,already_complete,8,,0,0.0,all_samples_already_in_gcp
2026_HARP14251_20260110_1024_20260111_0536,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14260_20260110_1036_20260111_0548,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14260_20260111_1112_20260112_0624,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14260_20260112_1036_20260113_0548,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14277_20260113_0312_20260113_0624,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14277_20260113_1036_20260114_0548,error,13,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14277_20260114_1000_20260115_0524,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14285_20260114_1448_20260115_0524,already_complete,9,,0,0.0,all_samples_already_in_gcp
2026_HARP14277_20260115_1112_20260116_0624,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14285_20260115_1112_20260116_0624,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14277_20260116_1036_20260117_0548,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14285_20260116_1036_20260117_0548,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14277_20260117_1000_20260117_1448,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14285_20260117_1000_20260117_1624,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14285_20260117_1936_20260118_0512,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260118_0100_20260118_0548,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260118_1012_20260118_1500,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260118_1012_20260118_1500,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14297_20260118_1036_20260119_0236,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14285_20260118_1112_20260118_1736,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260118_1812_20260119_0212,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260118_1812_20260119_0212,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260119_0612_20260119_0612,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260119_0612_20260119_0612,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14297_20260119_0924_20260120_0612,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260119_1036_20260120_0548,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260119_1036_20260120_0548,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260120_1000_20260120_1624,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260120_1000_20260120_1624,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14297_20260120_1024_20260121_0536,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260120_1936_20260121_0512,error,7,,0,,RuntimeError('Downloaded 211 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14284_20260120_1936_20260121_0512,error,7,,0,,RuntimeError('Downloaded 211 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14303_20260121_0112_20260121_0424,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260121_0924_20260121_1248,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260121_0924_20260121_1248,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14303_20260121_1024_20260121_1336,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260121_2036_20260122_0612,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260121_2036_20260122_0612,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260121_2112_20260122_0512,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14303_20260121_2124_20260122_0524,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260122_0924_20260122_1736,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260122_1036_20260122_1836,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14284_20260122_1036_20260122_1524,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14303_20260122_1124_20260123_0500,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260122_2048_20260123_0448,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14282_20260122_2148_20260123_0100,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14303_20260123_0912_20260123_1724,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260123_1048_20260124_0124,already_complete,10,,0,0.0,all_samples_already_in_gcp
2026_HARP14303_20260123_2048_20260124_0500,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260124_0448_20260124_0624,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14303_20260124_0912_20260124_2348,already_complete,10,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260124_1048_20260125_0112,already_complete,10,,0,0.0,all_samples_already_in_gcp
2026_HARP14332_20260125_0100_20260125_0100,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14332_20260125_0536_20260125_0536,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260125_0548_20260125_0548,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260125_1000_20260125_1624,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14305_20260125_1000_20260125_1624,completed,5,4,0,0.15,4 sample errors retained for retry
2026_HARP14303_20260125_1012_20260125_1636,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14332_20260125_1124_20260125_1300,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14332_20260125_1612_20260125_1612,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14292_20260125_1948_20260126_0524,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14305_20260125_1948_20260126_0524,completed,7,7,0,0.258,7 sample errors retained for retry
2026_HARP14332_20260125_2200_20260126_0424,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14332_20260126_1012_20260127_0524,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14305_20260126_1112_20260127_0312,completed,11,11,0,0.415,11 sample errors retained for retry
2026_HARP14305_20260127_0624_20260127_0624,completed,1,1,0,0.037,1 sample errors retained for retry
2026_HARP14332_20260127_0924_20260128_0500,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14305_20260127_1024_20260128_0424,completed,12,12,0,0.457,12 sample errors retained for retry
2026_HARP14328_20260127_1536_20260127_1712,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14328_20260127_2048_20260128_0312,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14328_20260128_0624_20260128_0624,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14305_20260128_1000_20260129_0548,error,13,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14328_20260128_1024_20260129_0300,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14332_20260128_1036_20260128_1212,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14332_20260128_1600_20260129_0312,already_complete,8,,0,0.0,all_samples_already_in_gcp
2026_HARP14344_20260128_2324_20260129_0548,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14328_20260129_0612_20260129_0612,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14332_20260129_0624_20260129_0624,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14328_20260129_1000_20260129_1624,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14343_20260129_1100_20260130_0300,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14305_20260129_1112_20260130_0136,completed,10,10,0,0.39,10 sample errors retained for retry
2026_HARP14344_20260129_1112_20260130_0624,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14328_20260129_1936_20260130_0512,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14343_20260130_0612_20260130_0612,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14328_20260130_0848_20260131_0536,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14344_20260130_1000_20260130_1624,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14343_20260130_1124_20260130_1300,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14337_20260130_1312_20260130_1624,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14343_20260130_1612_20260131_0636,already_complete,10,,0,0.0,all_samples_already_in_gcp
2026_HARP14337_20260130_1936_20260131_0512,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14344_20260130_1936_20260131_0512,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14341_20260131_0048_20260131_0536,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14337_20260131_0848_20260201_0748,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14344_20260131_0848_20260201_0748,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14328_20260131_0912_20260201_0248,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14341_20260131_0912_20260201_0248,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14343_20260131_1012_20260201_0912,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14328_20260201_0812_20260201_1124,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14341_20260201_0812_20260202_0636,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14337_20260201_0924_20260202_0748,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14344_20260201_0924_20260202_0748,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14343_20260201_1048_20260202_0248,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14349_20260202_0700_20260203_0524,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14343_20260202_0736_20260203_0112,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14341_20260202_0812_20260203_0636,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14355_20260202_0824_20260202_1624,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14351_20260202_0912_20260203_0248,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14337_20260202_0924_20260203_0748,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14344_20260202_0924_20260202_1100,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14355_20260202_1936_20260203_1624,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14349_20260203_0700_20260204_0524,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14351_20260203_0736_20260203_1400,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14341_20260203_0812_20260204_0636,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14337_20260203_0924_20260203_1724,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14351_20260203_1712_20260204_0424,already_complete,8,,0,0.0,all_samples_already_in_gcp
2026_HARP14355_20260203_1936_20260204_1624,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14337_20260203_2036_20260203_2348,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14349_20260204_0700_20260205_0536,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14351_20260204_0736_20260204_1712,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14341_20260204_0812_20260204_1300,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14351_20260204_2036_20260205_1548,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14358_20260204_2112_20260205_1624,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14355_20260204_2124_20260205_1636,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14357_20260204_2300_20260205_1636,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14349_20260205_0712_20260205_1512,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14355_20260205_1948_20260206_1812,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14357_20260205_1948_20260206_1812,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14349_20260205_2000_20260206_1824,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14351_20260205_2036_20260206_1724,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14358_20260205_2112_20260206_1624,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14361_20260206_0224_20260207_0048,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14358_20260206_1936_20260207_1624,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14355_20260206_1948_20260206_1948,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14357_20260206_1948_20260206_2124,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14349_20260206_2000_20260206_2000,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14357_20260207_0036_20260207_2300,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14361_20260207_0224_20260207_1336,already_complete,8,,0,0.0,all_samples_already_in_gcp
2026_HARP14361_20260207_1648_20260207_2000,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14358_20260207_1936_20260208_1624,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14361_20260207_2312_20260208_2136,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14357_20260208_0036_20260208_2300,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14358_20260208_1936_20260209_1312,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14361_20260208_2312_20260209_2136,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14357_20260209_0036_20260209_0836,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14361_20260209_2312_20260210_1512,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14371_20260210_0048_20260210_1648,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14371_20260210_2000_20260211_0848,already_complete,9,,0,0.0,all_samples_already_in_gcp
2026_HARP14371_20260211_1200_20260211_1648,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14371_20260211_2024_20260212_0424,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14371_20260212_0736_20260213_0424,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14375_20260213_0500_20260214_0324,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14371_20260213_0736_20260214_0424,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14375_20260214_0500_20260215_0324,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14371_20260214_0736_20260214_1048,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14379_20260215_0000_20260215_2224,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14375_20260215_0500_20260216_0324,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14379_20260216_0000_20260216_2224,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14375_20260216_0500_20260217_0324,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14390_20260216_1336_20260217_1200,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14379_20260217_0000_20260217_1600,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14397_20260217_0336_20260217_1448,already_complete,8,,0,0.0,all_samples_already_in_gcp
2026_HARP14375_20260217_0500_20260217_1612,already_complete,8,,0,0.0,all_samples_already_in_gcp
2026_HARP14390_20260217_1336_20260217_1648,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14392_20260217_1724_20260217_1724,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14390_20260217_2124_20260218_1812,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14392_20260217_2200_20260218_0424,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14379_20260217_2212_20260218_1724,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14397_20260217_2236_20260218_1748,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14392_20260218_0736_20260218_1712,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14379_20260219_0024_20260219_1448,already_complete,10,,0,0.0,all_samples_already_in_gcp
2026_HARP14390_20260219_0112_20260219_0424,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14392_20260219_0148_20260219_1436,already_complete,9,,0,0.0,all_samples_already_in_gcp
2026_HARP14397_20260219_0248_20260219_0424,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14390_20260219_0736_20260220_0424,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14397_20260219_0736_20260220_0424,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14392_20260219_1924_20260220_1612,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14390_20260220_0736_20260220_1536,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14397_20260220_0736_20260220_1536,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14392_20260220_1936_20260220_1936,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14397_20260220_2212_20260221_1900,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14392_20260220_2248_20260221_1624,already_complete,12,,0,0.0,all_samples_already_in_gcp
2026_HARP14392_20260221_1936_20260222_0336,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14445_20260227_0036_20260227_2300,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14453_20260227_1536_20260227_2024,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14453_20260227_2336_20260228_0424,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14445_20260228_0036_20260228_2300,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14453_20260228_0736_20260228_1536,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14445_20260301_0036_20260301_2300,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14439_20260301_1612_20260302_1436,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14445_20260302_0036_20260302_1500,already_complete,10,,0,0.0,all_samples_already_in_gcp
2026_HARP14438_20260302_0712_20260302_1512,already_complete,6,,0,0.0,all_samples_already_in_gcp
2026_HARP14439_20260302_1748_20260303_1612,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14445_20260302_1812_20260303_1012,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14438_20260302_1824_20260303_1648,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14445_20260303_1500_20260303_1500,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14439_20260303_1748_20260304_1436,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14438_20260303_1824_20260304_1648,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14439_20260304_1748_20260305_1624,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14438_20260304_1824_20260305_1700,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14448_20260304_1936_20260305_1624,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14465_20260305_0112_20260305_0424,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14465_20260305_0736_20260305_2336,already_complete,11,,0,0.0,all_samples_already_in_gcp
2026_HARP14438_20260305_1836_20260305_2324,already_complete,4,,0,0.0,all_samples_already_in_gcp
2026_HARP14439_20260305_1936_20260305_2248,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14448_20260305_1936_20260305_2248,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14465_20260306_2100_20260307_1924,error,15,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14471_20260306_2124_20260307_1948,error,15,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14448_20260306_2148_20260307_2012,error,15,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14465_20260307_2100_20260308_1924,error,15,,0,,RuntimeError('Downloaded 193 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14471_20260307_2124_20260308_1948,error,15,,0,,RuntimeError('Downloaded 193 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14448_20260307_2148_20260308_2012,error,15,,0,,RuntimeError('Downloaded 193 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14465_20260308_2100_20260309_0948,already_complete,9,,0,0.0,all_samples_already_in_gcp
2026_HARP14471_20260308_2124_20260309_1636,already_complete,13,,0,0.0,all_samples_already_in_gcp
2026_HARP14448_20260308_2148_20260309_0724,already_complete,7,,0,0.0,all_samples_already_in_gcp
2026_HARP14471_20260309_1948_20260310_1636,already_complete,14,,0,0.0,all_samples_already_in_gcp
2026_HARP14471_20260310_2012_20260310_2012,already_complete,1,,0,0.0,all_samples_already_in_gcp
2026_HARP14486_20260310_2136_20260311_2000,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14486_20260311_2136_20260312_0048,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14486_20260312_0400_20260313_0224,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14479_20260312_1500_20260313_1324,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14486_20260313_0400_20260314_0224,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14479_20260313_1500_20260314_1324,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14486_20260314_0400_20260315_0224,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14479_20260314_1500_20260314_1636,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14479_20260314_1948_20260314_2300,already_complete,3,,0,0.0,all_samples_already_in_gcp
2026_HARP14479_20260315_0212_20260316_0036,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14486_20260315_0400_20260315_1024,already_complete,5,,0,0.0,all_samples_already_in_gcp
2026_HARP14491_20260315_2136_20260316_2000,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14479_20260316_0212_20260317_0036,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14498_20260316_2036_20260317_1724,error,14,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2026_HARP14491_20260316_2136_20260317_2012,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14479_20260317_0212_20260317_0348,already_complete,2,,0,0.0,all_samples_already_in_gcp
2026_HARP14498_20260317_2048_20260318_2036,already_complete,15,,0,0.0,all_samples_already_in_gcp
2026_HARP14499_20260317_2136_20260318_0848,already_complete,8,,0,0.0,all_samples_already_in_gcp
