block_id,HARPNUM,start,end,n_targets,n_positive,global_block_index,num_shards,shard_index
2025_HARP12532_20250108_2000_20250109_1824,12532,2025-01-08 20:00:00,2025-01-09 18:24:00,15,3,48,2,0
2025_HARP12537_20250109_0736_20250109_1848,12537,2025-01-09 07:36:00,2025-01-09 18:48:00,8,0,50,2,0
2025_HARP12532_20250109_2000_20250110_0912,12532,2025-01-09 20:00:00,2025-01-10 09:12:00,9,0,52,2,0
2025_HARP12537_20250110_0800_20250111_0448,12537,2025-01-10 08:00:00,2025-01-11 04:48:00,14,0,54,2,0
2025_HARP12546_20250110_1936_20250111_0648,12546,2025-01-10 19:36:00,2025-01-11 06:48:00,8,0,56,2,0
2025_HARP12567_20250111_1012_20250111_1500,12567,2025-01-11 10:12:00,2025-01-11 15:00:00,4,0,58,2,0
2025_HARP12537_20250111_2200_20250112_0424,12537,2025-01-11 22:00:00,2025-01-12 04:24:00,5,0,60,2,0
2025_HARP12537_20250112_1112_20250112_1112,12537,2025-01-12 11:12:00,2025-01-12 11:12:00,1,0,62,2,0
2025_HARP12572_20250112_1312_20250112_1624,12572,2025-01-12 13:12:00,2025-01-12 16:24:00,3,0,64,2,0
2025_HARP12567_20250113_1024_20250114_0536,12567,2025-01-13 10:24:00,2025-01-14 05:36:00,13,0,66,2,0
2025_HARP12597_20250114_0124_20250114_0436,12597,2025-01-14 01:24:00,2025-01-14 04:36:00,3,0,68,2,0
2025_HARP12598_20250114_0536_20250114_0536,12598,2025-01-14 05:36:00,2025-01-14 05:36:00,1,0,70,2,0
2025_HARP12598_20250114_0924_20250115_0612,12598,2025-01-14 09:24:00,2025-01-15 06:12:00,14,0,72,2,0
2025_HARP12576_20250114_1024_20250115_0048,12576,2025-01-14 10:24:00,2025-01-15 00:48:00,10,0,74,2,0
2025_HARP12597_20250114_1412_20250114_1412,12597,2025-01-14 14:12:00,2025-01-14 14:12:00,1,0,76,2,0
2025_HARP12576_20250115_0924_20250115_1236,12576,2025-01-15 09:24:00,2025-01-15 12:36:00,3,0,78,2,0
2025_HARP12572_20250115_1012_20250115_1324,12572,2025-01-15 10:12:00,2025-01-15 13:24:00,3,0,80,2,0
2025_HARP12572_20250115_2112_20250116_0512,12572,2025-01-15 21:12:00,2025-01-16 05:12:00,6,0,82,2,0
2025_HARP12576_20250115_2200_20250116_0424,12576,2025-01-15 22:00:00,2025-01-16 04:24:00,5,0,84,2,0
2025_HARP12597_20250116_0924_20250116_1548,12597,2025-01-16 09:24:00,2025-01-16 15:48:00,5,5,86,2,0
2025_HARP12576_20250116_1012_20250117_0536,12576,2025-01-16 10:12:00,2025-01-17 05:36:00,13,0,88,2,0
2025_HARP12579_20250116_1836_20250117_0424,12579,2025-01-16 18:36:00,2025-01-17 04:24:00,7,0,90,2,0
2025_HARP12597_20250116_1900_20250116_1900,12597,2025-01-16 19:00:00,2025-01-16 19:00:00,1,1,92,2,0
2025_HARP12598_20250116_2212_20250117_0612,12598,2025-01-16 22:12:00,2025-01-17 06:12:00,6,0,94,2,0
2025_HARP12597_20250116_2224_20250117_0624,12597,2025-01-16 22:24:00,2025-01-17 06:24:00,6,6,96,2,0
2025_HARP12579_20250117_1024_20250118_0536,12579,2025-01-17 10:24:00,2025-01-18 05:36:00,13,0,98,2,0
2025_HARP12597_20250117_1048_20250117_1536,12597,2025-01-17 10:48:00,2025-01-17 15:36:00,4,4,100,2,0
2025_HARP12576_20250117_1936_20250118_0512,12576,2025-01-17 19:36:00,2025-01-18 05:12:00,7,0,102,2,0
2025_HARP12579_20250118_1000_20250118_1624,12579,2025-01-18 10:00:00,2025-01-18 16:24:00,5,0,104,2,0
2025_HARP12579_20250118_1936_20250119_0512,12579,2025-01-18 19:36:00,2025-01-19 05:12:00,7,0,106,2,0
2025_HARP12589_20250119_1124_20250120_0500,12589,2025-01-19 11:24:00,2025-01-20 05:00:00,12,0,108,2,0
2025_HARP12600_20250120_1012_20250121_0536,12600,2025-01-20 10:12:00,2025-01-21 05:36:00,13,0,110,2,0
2025_HARP12589_20250120_1100_20250120_1724,12589,2025-01-20 11:00:00,2025-01-20 17:24:00,5,5,112,2,0
2025_HARP12579_20250121_0436_20250121_0612,12579,2025-01-21 04:36:00,2025-01-21 06:12:00,2,0,114,2,0
2025_HARP12600_20250121_1136_20250121_1624,12600,2025-01-21 11:36:00,2025-01-21 16:24:00,4,0,116,2,0
2025_HARP12623_20250122_0412_20250122_0412,12623,2025-01-22 04:12:00,2025-01-22 04:12:00,1,0,118,2,0
2025_HARP12623_20250122_1024_20250123_0624,12623,2025-01-22 10:24:00,2025-01-23 06:24:00,13,0,120,2,0
2025_HARP12600_20250122_1936_20250122_2112,12600,2025-01-22 19:36:00,2025-01-22 21:12:00,2,0,122,2,0
2025_HARP12589_20250123_0924_20250123_2224,12589,2025-01-23 09:24:00,2025-01-23 22:24:00,9,9,124,2,0
2025_HARP12623_20250123_1048_20250124_0424,12623,2025-01-23 10:48:00,2025-01-24 04:24:00,12,0,126,2,0
2025_HARP12600_20250124_1000_20250124_1624,12600,2025-01-24 10:00:00,2025-01-24 16:24:00,5,0,128,2,0
2025_HARP12643_20250124_1124_20250125_0500,12643,2025-01-24 11:24:00,2025-01-25 05:00:00,12,0,130,2,0
2025_HARP12643_20250125_0912_20250126_0424,12643,2025-01-25 09:12:00,2025-01-26 04:24:00,13,0,132,2,0
2025_HARP12623_20250126_0912_20250126_1224,12623,2025-01-26 09:12:00,2025-01-26 12:24:00,3,0,134,2,0
2025_HARP12643_20250126_1012_20250127_0524,12643,2025-01-26 10:12:00,2025-01-27 05:24:00,13,0,136,2,0
2025_HARP12660_20250127_0924_20250127_1724,12660,2025-01-27 09:24:00,2025-01-27 17:24:00,6,0,138,2,0
2025_HARP12660_20250127_2036_20250128_0612,12660,2025-01-27 20:36:00,2025-01-28 06:12:00,7,0,140,2,0
2025_HARP12660_20250129_1012_20250130_0424,12660,2025-01-29 10:12:00,2025-01-30 04:24:00,12,0,142,2,0
2025_HARP12657_20250130_1012_20250131_0524,12657,2025-01-30 10:12:00,2025-01-31 05:24:00,13,0,144,2,0
2025_HARP12657_20250131_0924_20250201_0612,12657,2025-01-31 09:24:00,2025-02-01 06:12:00,14,0,146,2,0
2025_HARP12679_20250201_1748_20250202_0548,12679,2025-02-01 17:48:00,2025-02-02 05:48:00,8,0,148,2,0
2025_HARP12667_20250202_0912_20250203_0424,12667,2025-02-02 09:12:00,2025-02-03 04:24:00,13,0,150,2,0
2025_HARP12679_20250202_1112_20250203_0624,12679,2025-02-02 11:12:00,2025-02-03 06:24:00,13,0,152,2,0
2025_HARP12679_20250203_1012_20250204_0524,12679,2025-02-03 10:12:00,2025-02-04 05:24:00,13,0,154,2,0
2025_HARP12701_20250204_0124_20250204_0612,12701,2025-02-04 01:24:00,2025-02-04 06:12:00,4,0,156,2,0
2025_HARP12667_20250204_1024_20250205_0924,12667,2025-02-04 10:24:00,2025-02-05 09:24:00,15,0,158,2,0
2025_HARP12701_20250204_1936_20250205_0512,12701,2025-02-04 19:36:00,2025-02-05 05:12:00,7,0,160,2,0
2025_HARP12679_20250205_0812_20250206_0512,12679,2025-02-05 08:12:00,2025-02-06 05:12:00,14,0,162,2,0
2025_HARP12667_20250205_1100_20250205_1724,12667,2025-02-05 11:00:00,2025-02-05 17:24:00,5,0,164,2,0
2025_HARP12703_20250205_2048_20250206_1912,12703,2025-02-05 20:48:00,2025-02-06 19:12:00,15,0,166,2,0
2025_HARP12701_20250206_2024_20250207_0424,12701,2025-02-06 20:24:00,2025-02-07 04:24:00,6,0,168,2,0
2025_HARP12701_20250207_0736_20250208_0424,12701,2025-02-07 07:36:00,2025-02-08 04:24:00,14,0,170,2,0
2025_HARP12703_20250207_2048_20250208_1912,12703,2025-02-07 20:48:00,2025-02-08 19:12:00,15,0,172,2,0
2025_HARP12708_20250208_1412_20250209_1236,12708,2025-02-08 14:12:00,2025-02-09 12:36:00,15,0,174,2,0
2025_HARP12712_20250209_1000_20250209_1624,12712,2025-02-09 10:00:00,2025-02-09 16:24:00,5,0,176,2,0
2025_HARP12712_20250209_1936_20250210_1624,12712,2025-02-09 19:36:00,2025-02-10 16:24:00,14,0,178,2,0
2025_HARP12708_20250210_1100_20250211_0924,12708,2025-02-10 11:00:00,2025-02-11 09:24:00,15,0,180,2,0
2025_HARP12713_20250210_2300_20250211_2124,12713,2025-02-10 23:00:00,2025-02-11 21:24:00,15,0,182,2,0
2025_HARP12712_20250211_1936_20250212_1624,12712,2025-02-11 19:36:00,2025-02-12 16:24:00,14,0,184,2,0
2025_HARP12713_20250211_2300_20250212_2148,12713,2025-02-11 23:00:00,2025-02-12 21:48:00,15,0,186,2,0
2025_HARP12712_20250212_2000_20250213_1824,12712,2025-02-12 20:00:00,2025-02-13 18:24:00,15,0,188,2,0
2025_HARP12752_20250213_1324_20250214_1148,12752,2025-02-13 13:24:00,2025-02-14 11:48:00,15,0,190,2,0
2025_HARP12765_20250213_1948_20250214_1812,12765,2025-02-13 19:48:00,2025-02-14 18:12:00,15,0,192,2,0
2025_HARP12713_20250213_2324_20250214_0548,12713,2025-02-13 23:24:00,2025-02-14 05:48:00,5,0,194,2,0
2025_HARP12752_20250214_1324_20250215_1148,12752,2025-02-14 13:24:00,2025-02-15 11:48:00,15,0,196,2,0
2025_HARP12765_20250214_1948_20250214_2300,12765,2025-02-14 19:48:00,2025-02-14 23:00:00,3,0,198,2,0
2025_HARP12752_20250215_1324_20250216_1148,12752,2025-02-15 13:24:00,2025-02-16 11:48:00,15,0,200,2,0
2025_HARP12733_20250216_0948_20250217_0812,12733,2025-02-16 09:48:00,2025-02-17 08:12:00,15,0,202,2,0
2025_HARP12732_20250216_1812_20250216_2124,12732,2025-02-16 18:12:00,2025-02-16 21:24:00,3,0,204,2,0
2025_HARP12732_20250217_0036_20250217_2300,12732,2025-02-17 00:36:00,2025-02-17 23:00:00,15,0,206,2,0
2025_HARP12733_20250217_0948_20250218_0812,12733,2025-02-17 09:48:00,2025-02-18 08:12:00,15,0,208,2,0
2025_HARP12755_20250218_0324_20250219_0148,12755,2025-02-18 03:24:00,2025-02-19 01:48:00,15,0,210,2,0
2025_HARP12768_20250218_2312_20250219_2148,12768,2025-02-18 23:12:00,2025-02-19 21:48:00,15,0,212,2,0
2025_HARP12768_20250219_2324_20250220_2148,12768,2025-02-19 23:24:00,2025-02-20 21:48:00,15,0,214,2,0
2025_HARP12793_20250220_1624_20250220_1624,12793,2025-02-20 16:24:00,2025-02-20 16:24:00,1,1,216,2,0
2025_HARP12793_20250220_1936_20250221_1624,12793,2025-02-20 19:36:00,2025-02-21 16:24:00,14,12,218,2,0
2025_HARP12755_20250221_1936_20250221_2112,12755,2025-02-21 19:36:00,2025-02-21 21:12:00,2,0,220,2,0
2025_HARP12768_20250221_2324_20250222_2148,12768,2025-02-21 23:24:00,2025-02-22 21:48:00,15,0,222,2,0
2025_HARP12807_20250222_1236_20250223_1100,12807,2025-02-22 12:36:00,2025-02-23 11:00:00,15,0,224,2,0
2025_HARP12768_20250222_2324_20250223_1524,12768,2025-02-22 23:24:00,2025-02-23 15:24:00,11,0,226,2,0
2025_HARP12793_20250223_1936_20250224_1624,12793,2025-02-23 19:36:00,2025-02-24 16:24:00,14,14,228,2,0
2025_HARP12798_20250224_1336_20250225_1200,12798,2025-02-24 13:36:00,2025-02-25 12:00:00,15,0,230,2,0
2025_HARP12810_20250225_0100_20250225_2324,12810,2025-02-25 01:00:00,2025-02-25 23:24:00,15,0,232,2,0
2025_HARP12798_20250225_2000_20250226_0536,12798,2025-02-25 20:00:00,2025-02-26 05:36:00,7,0,234,2,0
2025_HARP12810_20250226_0100_20250226_0412,12810,2025-02-26 01:00:00,2025-02-26 04:12:00,3,0,236,2,0
2025_HARP12798_20250226_2100_20250227_1936,12798,2025-02-26 21:00:00,2025-02-27 19:36:00,14,0,238,2,0
2025_HARP12810_20250227_0512_20250227_1136,12810,2025-02-27 05:12:00,2025-02-27 11:36:00,5,0,240,2,0
2025_HARP12810_20250227_1612_20250228_1500,12810,2025-02-27 16:12:00,2025-02-28 15:00:00,15,0,242,2,0
2025_HARP12798_20250227_2112_20250228_1624,12798,2025-02-27 21:12:00,2025-02-28 16:24:00,13,0,244,2,0
2025_HARP12808_20250228_0500_20250301_0324,12808,2025-02-28 05:00:00,2025-03-01 03:24:00,15,0,246,2,0
2025_HARP12798_20250228_1936_20250301_0200,12798,2025-02-28 19:36:00,2025-03-01 02:00:00,5,0,248,2,0
2025_HARP12808_20250301_0500_20250302_0324,12808,2025-03-01 05:00:00,2025-03-02 03:24:00,15,0,250,2,0
2025_HARP12806_20250302_0448_20250302_1600,12806,2025-03-02 04:48:00,2025-03-02 16:00:00,8,0,252,2,0
2025_HARP12808_20250302_1300_20250303_1124,12808,2025-03-02 13:00:00,2025-03-03 11:24:00,15,0,254,2,0
2025_HARP12808_20250303_1436_20250303_1748,12808,2025-03-03 14:36:00,2025-03-03 17:48:00,3,0,256,2,0
2025_HARP12865_20250303_2136_20250304_2000,12865,2025-03-03 21:36:00,2025-03-04 20:00:00,15,0,258,2,0
2025_HARP12865_20250304_2136_20250305_0048,12865,2025-03-04 21:36:00,2025-03-05 00:48:00,3,0,260,2,0
2025_HARP12853_20250305_2136_20250306_2000,12853,2025-03-05 21:36:00,2025-03-06 20:00:00,15,0,262,2,0
2025_HARP12861_20250306_1136_20250306_1624,12861,2025-03-06 11:36:00,2025-03-06 16:24:00,4,4,264,2,0
2025_HARP12853_20250306_2136_20250307_2000,12853,2025-03-06 21:36:00,2025-03-07 20:00:00,15,0,266,2,0
2025_HARP12861_20250307_1936_20250307_2112,12861,2025-03-07 19:36:00,2025-03-07 21:12:00,2,1,268,2,0
2025_HARP12853_20250308_0100_20250308_2324,12853,2025-03-08 01:00:00,2025-03-08 23:24:00,15,0,270,2,0
2025_HARP12861_20250309_0036_20250309_2300,12861,2025-03-09 00:36:00,2025-03-09 23:00:00,15,0,272,2,0
2025_HARP12873_20250309_1100_20250310_0924,12873,2025-03-09 11:00:00,2025-03-10 09:24:00,15,0,274,2,0
2025_HARP12861_20250310_0036_20250310_1636,12861,2025-03-10 00:36:00,2025-03-10 16:36:00,11,0,276,2,0
2025_HARP12873_20250310_1100_20250311_0924,12873,2025-03-10 11:00:00,2025-03-11 09:24:00,15,0,278,2,0
2025_HARP12861_20250310_1948_20250310_2148,12861,2025-03-10 19:48:00,2025-03-10 21:48:00,2,0,280,2,0
2025_HARP12879_20250311_0400_20250312_0248,12879,2025-03-11 04:00:00,2025-03-12 02:48:00,15,0,282,2,0
2025_HARP12888_20250311_1100_20250312_0948,12888,2025-03-11 11:00:00,2025-03-12 09:48:00,15,0,284,2,0
2025_HARP12879_20250312_0424_20250312_0424,12879,2025-03-12 04:24:00,2025-03-12 04:24:00,1,0,286,2,0
2025_HARP12873_20250312_1124_20250312_2136,12873,2025-03-12 11:24:00,2025-03-12 21:36:00,7,0,288,2,0
2025_HARP12885_20250312_1624_20250312_1624,12885,2025-03-12 16:24:00,2025-03-12 16:24:00,1,0,290,2,0
2025_HARP12879_20250312_2100_20250313_1924,12879,2025-03-12 21:00:00,2025-03-13 19:24:00,15,0,292,2,0
2025_HARP12889_20250313_0800_20250314_0624,12889,2025-03-13 08:00:00,2025-03-14 06:24:00,15,0,294,2,0
2025_HARP12885_20250313_2012_20250314_0412,12885,2025-03-13 20:12:00,2025-03-14 04:12:00,6,0,296,2,0
2025_HARP12869_20250314_0224_20250314_0536,12869,2025-03-14 02:24:00,2025-03-14 05:36:00,3,0,298,2,0
2025_HARP12879_20250314_0848_20250315_0712,12879,2025-03-14 08:48:00,2025-03-15 07:12:00,15,0,300,2,0
2025_HARP12885_20250314_0936_20250315_0800,12885,2025-03-14 09:36:00,2025-03-15 08:00:00,15,0,302,2,0
2025_HARP12906_20250314_1524_20250315_1348,12906,2025-03-14 15:24:00,2025-03-15 13:48:00,15,0,304,2,0
2025_HARP12879_20250315_0848_20250315_1512,12879,2025-03-15 08:48:00,2025-03-15 15:12:00,5,0,306,2,0
2025_HARP12893_20250315_1236_20250316_1100,12893,2025-03-15 12:36:00,2025-03-16 11:00:00,15,0,308,2,0
2025_HARP12906_20250315_1524_20250316_1348,12906,2025-03-15 15:24:00,2025-03-16 13:48:00,15,0,310,2,0
2025_HARP12893_20250316_1236_20250317_1100,12893,2025-03-16 12:36:00,2025-03-17 11:00:00,15,0,312,2,0
2025_HARP12930_20250316_1400_20250317_0424,12930,2025-03-16 14:00:00,2025-03-17 04:24:00,10,0,314,2,0
2025_HARP12889_20250317_0212_20250317_1148,12889,2025-03-17 02:12:00,2025-03-17 11:48:00,7,0,316,2,0
2025_HARP12893_20250317_1236_20250318_1100,12893,2025-03-17 12:36:00,2025-03-18 11:00:00,15,0,318,2,0
2025_HARP12889_20250317_1500_20250318_0212,12889,2025-03-17 15:00:00,2025-03-18 02:12:00,8,0,320,2,0
2025_HARP12933_20250317_1936_20250318_1624,12933,2025-03-17 19:36:00,2025-03-18 16:24:00,14,0,322,2,0
2025_HARP12907_20250318_0736_20250318_2024,12907,2025-03-18 07:36:00,2025-03-18 20:24:00,9,0,324,2,0
2025_HARP12893_20250318_1236_20250318_1724,12893,2025-03-18 12:36:00,2025-03-18 17:24:00,4,0,326,2,0
2025_HARP12933_20250318_1936_20250318_1936,12933,2025-03-18 19:36:00,2025-03-18 19:36:00,1,0,328,2,0
2025_HARP12893_20250318_2036_20250318_2036,12893,2025-03-18 20:36:00,2025-03-18 20:36:00,1,0,330,2,0
2025_HARP12907_20250318_2348_20250319_1724,12907,2025-03-18 23:48:00,2025-03-19 17:24:00,12,2,332,2,0
2025_HARP12923_20250319_0224_20250320_0100,12923,2025-03-19 02:24:00,2025-03-20 01:00:00,15,0,334,2,0
2025_HARP12955_20250319_1948_20250320_1812,12955,2025-03-19 19:48:00,2025-03-20 18:12:00,15,0,336,2,0
2025_HARP12933_20250320_0224_20250321_0048,12933,2025-03-20 02:24:00,2025-03-21 00:48:00,15,0,338,2,0
2025_HARP12955_20250320_1948_20250321_1812,12955,2025-03-20 19:48:00,2025-03-21 18:12:00,15,0,340,2,0
2025_HARP12933_20250321_0224_20250322_0048,12933,2025-03-21 02:24:00,2025-03-22 00:48:00,15,0,342,2,0
2025_HARP12941_20250321_1712_20250322_0424,12941,2025-03-21 17:12:00,2025-03-22 04:24:00,8,0,344,2,0
2025_HARP12907_20250321_2048_20250322_1424,12907,2025-03-21 20:48:00,2025-03-22 14:24:00,12,0,346,2,0
2025_HARP12923_20250322_0236_20250323_0100,12923,2025-03-22 02:36:00,2025-03-23 01:00:00,15,0,348,2,0
2025_HARP12923_20250323_0236_20250323_1212,12923,2025-03-23 02:36:00,2025-03-23 12:12:00,7,0,350,2,0
2025_HARP12941_20250324_0736_20250325_0424,12941,2025-03-24 07:36:00,2025-03-25 04:24:00,14,0,352,2,0
2025_HARP12941_20250325_0736_20250326_0000,12941,2025-03-25 07:36:00,2025-03-26 00:00:00,11,0,354,2,0
2025_HARP12962_20250325_1124_20250326_1012,12962,2025-03-25 11:24:00,2025-03-26 10:12:00,15,0,356,2,0
2025_HARP12962_20250326_1148_20250326_2200,12962,2025-03-26 11:48:00,2025-03-26 22:00:00,7,0,358,2,0
2025_HARP12962_20250327_0112_20250327_0424,12962,2025-03-27 01:12:00,2025-03-27 04:24:00,3,0,360,2,0
2025_HARP12962_20250327_0736_20250328_0424,12962,2025-03-27 07:36:00,2025-03-28 04:24:00,14,0,362,2,0
2025_HARP12961_20250328_0212_20250329_0036,12961,2025-03-28 02:12:00,2025-03-29 00:36:00,15,0,364,2,0
2025_HARP12961_20250329_0212_20250329_0212,12961,2025-03-29 02:12:00,2025-03-29 02:12:00,1,0,366,2,0
2025_HARP12961_20250329_0524_20250329_1812,12961,2025-03-29 05:24:00,2025-03-29 18:12:00,9,0,368,2,0
2025_HARP12961_20250329_2124_20250329_2300,12961,2025-03-29 21:24:00,2025-03-29 23:00:00,2,0,370,2,0
2025_HARP12961_20250330_2300_20250331_1812,12961,2025-03-30 23:00:00,2025-03-31 18:12:00,13,0,372,2,0
2025_HARP13011_20250331_1948_20250401_1636,13011,2025-03-31 19:48:00,2025-04-01 16:36:00,14,0,374,2,0
2025_HARP12961_20250401_0036_20250401_0036,12961,2025-04-01 00:36:00,2025-04-01 00:36:00,1,0,376,2,0
2025_HARP12997_20250401_0924_20250401_1724,12997,2025-04-01 09:24:00,2025-04-01 17:24:00,6,0,378,2,0
2025_HARP12993_20250402_0236_20250402_1212,12993,2025-04-02 02:36:00,2025-04-02 12:12:00,7,0,380,2,0
2025_HARP13011_20250402_0312_20250402_1112,13011,2025-04-02 03:12:00,2025-04-02 11:12:00,6,0,382,2,0
2025_HARP13004_20250402_0924_20250402_1236,13004,2025-04-02 09:24:00,2025-04-02 12:36:00,3,0,384,2,0
2025_HARP12993_20250402_2000_20250402_2000,12993,2025-04-02 20:00:00,2025-04-02 20:00:00,1,0,386,2,0
2025_HARP13009_20250402_2024_20250402_2336,13009,2025-04-02 20:24:00,2025-04-02 23:36:00,3,0,388,2,0
2025_HARP12997_20250403_0036_20250403_2312,12997,2025-04-03 00:36:00,2025-04-03 23:12:00,15,0,390,2,0
2025_HARP13004_20250403_0248_20250403_0424,13004,2025-04-03 02:48:00,2025-04-03 04:24:00,2,0,392,2,0
2025_HARP13004_20250403_0736_20250404_0612,13004,2025-04-03 07:36:00,2025-04-04 06:12:00,15,7,394,2,0
2025_HARP13011_20250403_2048_20250404_1912,13011,2025-04-03 20:48:00,2025-04-04 19:12:00,15,0,396,2,0
2025_HARP12993_20250404_0236_20250404_1348,12993,2025-04-04 02:36:00,2025-04-04 13:48:00,8,0,398,2,0
2025_HARP13009_20250404_0748_20250405_0612,13009,2025-04-04 07:48:00,2025-04-05 06:12:00,15,0,400,2,0
2025_HARP13011_20250404_2048_20250405_0624,13011,2025-04-04 20:48:00,2025-04-05 06:24:00,7,0,402,2,0
2025_HARP13004_20250405_0748_20250406_0612,13004,2025-04-05 07:48:00,2025-04-06 06:12:00,15,8,404,2,0
2025_HARP13024_20250405_1424_20250406_1248,13024,2025-04-05 14:24:00,2025-04-06 12:48:00,15,0,406,2,0
2025_HARP13030_20250406_0936_20250407_0800,13030,2025-04-06 09:36:00,2025-04-07 08:00:00,15,0,408,2,0
2025_HARP13030_20250407_0936_20250407_1600,13030,2025-04-07 09:36:00,2025-04-07 16:00:00,5,0,410,2,0
2025_HARP13024_20250407_1936_20250408_1624,13024,2025-04-07 19:36:00,2025-04-08 16:24:00,14,0,412,2,0
2025_HARP13053_20250408_0548_20250408_1524,13053,2025-04-08 05:48:00,2025-04-08 15:24:00,7,0,414,2,0
2025_HARP13024_20250408_2000_20250408_2312,13024,2025-04-08 20:00:00,2025-04-08 23:12:00,3,0,416,2,0
2025_HARP13030_20250409_0224_20250409_1200,13030,2025-04-09 02:24:00,2025-04-09 12:00:00,7,0,418,2,0
2025_HARP13053_20250409_1936_20250409_2248,13053,2025-04-09 19:36:00,2025-04-09 22:48:00,3,0,420,2,0
2025_HARP13053_20250410_0200_20250410_0824,13053,2025-04-10 02:00:00,2025-04-10 08:24:00,5,0,422,2,0
2025_HARP13036_20250410_2000_20250411_1824,13036,2025-04-10 20:00:00,2025-04-11 18:24:00,15,0,424,2,0
2025_HARP13035_20250411_1100_20250412_0924,13035,2025-04-11 11:00:00,2025-04-12 09:24:00,15,0,426,2,0
2025_HARP13044_20250412_0124_20250412_2348,13044,2025-04-12 01:24:00,2025-04-12 23:48:00,15,0,428,2,0
2025_HARP13036_20250412_2000_20250413_1824,13036,2025-04-12 20:00:00,2025-04-13 18:24:00,15,0,430,2,0
2025_HARP13035_20250413_1100_20250413_1100,13035,2025-04-13 11:00:00,2025-04-13 11:00:00,1,0,432,2,0
2025_HARP13044_20250413_1412_20250414_1236,13044,2025-04-13 14:12:00,2025-04-14 12:36:00,15,0,434,2,0
2025_HARP13036_20250413_2136_20250414_0848,13036,2025-04-13 21:36:00,2025-04-14 08:48:00,8,0,436,2,0
2025_HARP13044_20250414_1412_20250414_1724,13044,2025-04-14 14:12:00,2025-04-14 17:24:00,3,0,438,2,0
2025_HARP13035_20250414_2036_20250414_2348,13035,2025-04-14 20:36:00,2025-04-14 23:48:00,3,0,440,2,0
2025_HARP13056_20250414_2036_20250414_2348,13056,2025-04-14 20:36:00,2025-04-14 23:48:00,3,0,442,2,0
2025_HARP13056_20250415_0300_20250415_1100,13056,2025-04-15 03:00:00,2025-04-15 11:00:00,6,0,444,2,0
2025_HARP13102_20250415_1048_20250415_1048,13102,2025-04-15 10:48:00,2025-04-15 10:48:00,1,0,446,2,0
