block_id,HARPNUM,start,end,n_targets,n_positive,global_block_index,num_shards,shard_index
2025_HARP12933_20250317_1936_20250318_1624,12933,2025-03-17 19:36:00,2025-03-18 16:24:00,14,0,322,4,2
2025_HARP12893_20250318_1236_20250318_1724,12893,2025-03-18 12:36:00,2025-03-18 17:24:00,4,0,326,4,2
2025_HARP12893_20250318_2036_20250318_2036,12893,2025-03-18 20:36:00,2025-03-18 20:36:00,1,0,330,4,2
2025_HARP12923_20250319_0224_20250320_0100,12923,2025-03-19 02:24:00,2025-03-20 01:00:00,15,0,334,4,2
2025_HARP12933_20250320_0224_20250321_0048,12933,2025-03-20 02:24:00,2025-03-21 00:48:00,15,0,338,4,2
2025_HARP12933_20250321_0224_20250322_0048,12933,2025-03-21 02:24:00,2025-03-22 00:48:00,15,0,342,4,2
2025_HARP12907_20250321_2048_20250322_1424,12907,2025-03-21 20:48:00,2025-03-22 14:24:00,12,0,346,4,2
2025_HARP12923_20250323_0236_20250323_1212,12923,2025-03-23 02:36:00,2025-03-23 12:12:00,7,0,350,4,2
2025_HARP12941_20250325_0736_20250326_0000,12941,2025-03-25 07:36:00,2025-03-26 00:00:00,11,0,354,4,2
2025_HARP12962_20250326_1148_20250326_2200,12962,2025-03-26 11:48:00,2025-03-26 22:00:00,7,0,358,4,2
2025_HARP12962_20250327_0736_20250328_0424,12962,2025-03-27 07:36:00,2025-03-28 04:24:00,14,0,362,4,2
2025_HARP12961_20250329_0212_20250329_0212,12961,2025-03-29 02:12:00,2025-03-29 02:12:00,1,0,366,4,2
2025_HARP12961_20250329_2124_20250329_2300,12961,2025-03-29 21:24:00,2025-03-29 23:00:00,2,0,370,4,2
2025_HARP13011_20250331_1948_20250401_1636,13011,2025-03-31 19:48:00,2025-04-01 16:36:00,14,0,374,4,2
2025_HARP12997_20250401_0924_20250401_1724,12997,2025-04-01 09:24:00,2025-04-01 17:24:00,6,0,378,4,2
2025_HARP13011_20250402_0312_20250402_1112,13011,2025-04-02 03:12:00,2025-04-02 11:12:00,6,0,382,4,2
2025_HARP12993_20250402_2000_20250402_2000,12993,2025-04-02 20:00:00,2025-04-02 20:00:00,1,0,386,4,2
2025_HARP12997_20250403_0036_20250403_2312,12997,2025-04-03 00:36:00,2025-04-03 23:12:00,15,0,390,4,2
2025_HARP13004_20250403_0736_20250404_0612,13004,2025-04-03 07:36:00,2025-04-04 06:12:00,15,7,394,4,2
2025_HARP12993_20250404_0236_20250404_1348,12993,2025-04-04 02:36:00,2025-04-04 13:48:00,8,0,398,4,2
2025_HARP13011_20250404_2048_20250405_0624,13011,2025-04-04 20:48:00,2025-04-05 06:24:00,7,0,402,4,2
2025_HARP13024_20250405_1424_20250406_1248,13024,2025-04-05 14:24:00,2025-04-06 12:48:00,15,0,406,4,2
2025_HARP13030_20250407_0936_20250407_1600,13030,2025-04-07 09:36:00,2025-04-07 16:00:00,5,0,410,4,2
2025_HARP13053_20250408_0548_20250408_1524,13053,2025-04-08 05:48:00,2025-04-08 15:24:00,7,0,414,4,2
2025_HARP13030_20250409_0224_20250409_1200,13030,2025-04-09 02:24:00,2025-04-09 12:00:00,7,0,418,4,2
2025_HARP13053_20250410_0200_20250410_0824,13053,2025-04-10 02:00:00,2025-04-10 08:24:00,5,0,422,4,2
2025_HARP13035_20250411_1100_20250412_0924,13035,2025-04-11 11:00:00,2025-04-12 09:24:00,15,0,426,4,2
2025_HARP13036_20250412_2000_20250413_1824,13036,2025-04-12 20:00:00,2025-04-13 18:24:00,15,0,430,4,2
2025_HARP13044_20250413_1412_20250414_1236,13044,2025-04-13 14:12:00,2025-04-14 12:36:00,15,0,434,4,2
2025_HARP13044_20250414_1412_20250414_1724,13044,2025-04-14 14:12:00,2025-04-14 17:24:00,3,0,438,4,2
2025_HARP13056_20250414_2036_20250414_2348,13056,2025-04-14 20:36:00,2025-04-14 23:48:00,3,0,442,4,2
2025_HARP13102_20250415_1048_20250415_1048,13102,2025-04-15 10:48:00,2025-04-15 10:48:00,1,0,446,4,2
2025_HARP13078_20250416_0148_20250416_1436,13078,2025-04-16 01:48:00,2025-04-16 14:36:00,9,0,450,4,2
2025_HARP13056_20250416_2300_20250417_1648,13056,2025-04-16 23:00:00,2025-04-17 16:48:00,12,0,454,4,2
2025_HARP13078_20250418_0148_20250418_1748,13078,2025-04-18 01:48:00,2025-04-18 17:48:00,11,0,458,4,2
2025_HARP13091_20250419_0036_20250419_2300,13091,2025-04-19 00:36:00,2025-04-19 23:00:00,15,3,462,4,2
2025_HARP13104_20250420_0748_20250420_2212,13104,2025-04-20 07:48:00,2025-04-20 22:12:00,10,0,466,4,2
2025_HARP13091_20250421_0348_20250422_0036,13091,2025-04-21 03:48:00,2025-04-22 00:36:00,14,10,470,4,2
2025_HARP13108_20250422_0112_20250422_0424,13108,2025-04-22 01:12:00,2025-04-22 04:24:00,3,0,474,4,2
2025_HARP13105_20250422_1700_20250422_1700,13105,2025-04-22 17:00:00,2025-04-22 17:00:00,1,0,478,4,2
2025_HARP13105_20250423_0236_20250423_2212,13105,2025-04-23 02:36:00,2025-04-23 22:12:00,13,0,482,4,2
2025_HARP13123_20250423_1948_20250424_0036,13123,2025-04-23 19:48:00,2025-04-24 00:36:00,4,0,486,4,2
2025_HARP13123_20250424_0348_20250425_0212,13123,2025-04-24 03:48:00,2025-04-25 02:12:00,15,0,490,4,2
2025_HARP13105_20250425_0124_20250425_0748,13105,2025-04-25 01:24:00,2025-04-25 07:48:00,5,0,494,4,2
2025_HARP13142_20250425_1300_20250426_1124,13142,2025-04-25 13:00:00,2025-04-26 11:24:00,15,0,498,4,2
2025_HARP13123_20250425_2300_20250426_2124,13123,2025-04-25 23:00:00,2025-04-26 21:24:00,15,0,502,4,2
2025_HARP13118_20250426_1936_20250427_1848,13118,2025-04-26 19:36:00,2025-04-27 18:48:00,15,6,506,4,2
2025_HARP13144_20250427_0536_20250427_1736,13144,2025-04-27 05:36:00,2025-04-27 17:36:00,8,0,510,4,2
2025_HARP13117_20250428_0148_20250428_2136,13117,2025-04-28 01:48:00,2025-04-28 21:36:00,13,0,514,4,2
2025_HARP13159_20250428_0212_20250428_0348,13159,2025-04-28 02:12:00,2025-04-28 03:48:00,2,0,518,4,2
2025_HARP13159_20250428_0736_20250429_0424,13159,2025-04-28 07:36:00,2025-04-29 04:24:00,14,0,522,4,2
2025_HARP13144_20250428_2048_20250428_2224,13144,2025-04-28 20:48:00,2025-04-28 22:24:00,2,0,526,4,2
2025_HARP13144_20250429_0136_20250429_1736,13144,2025-04-29 01:36:00,2025-04-29 17:36:00,11,0,530,4,2
2025_HARP13147_20250429_2036_20250430_1724,13147,2025-04-29 20:36:00,2025-04-30 17:24:00,14,0,534,4,2
2025_HARP13144_20250430_0312_20250501_0148,13144,2025-04-30 03:12:00,2025-05-01 01:48:00,15,0,538,4,2
2025_HARP13145_20250501_0036_20250501_2124,13145,2025-05-01 00:36:00,2025-05-01 21:24:00,14,0,542,4,2
2025_HARP13147_20250502_1424_20250503_0312,13147,2025-05-02 14:24:00,2025-05-03 03:12:00,9,0,546,4,2
2025_HARP13171_20250503_0324_20250503_0636,13171,2025-05-03 03:24:00,2025-05-03 06:36:00,3,0,550,4,2
2025_HARP13182_20250504_1036_20250504_2148,13182,2025-05-04 10:36:00,2025-05-04 21:48:00,8,0,554,4,2
2025_HARP13187_20250505_0336_20250505_1624,13187,2025-05-05 03:36:00,2025-05-05 16:24:00,9,0,558,4,2
2025_HARP13171_20250506_0024_20250506_1624,13171,2025-05-06 00:24:00,2025-05-06 16:24:00,11,0,562,4,2
2025_HARP13187_20250506_1936_20250506_2112,13187,2025-05-06 19:36:00,2025-05-06 21:12:00,2,0,566,4,2
2025_HARP13190_20250507_0848_20250508_0424,13190,2025-05-07 08:48:00,2025-05-08 04:24:00,13,0,570,4,2
2025_HARP13190_20250509_0736_20250510_0424,13190,2025-05-09 07:36:00,2025-05-10 04:24:00,14,0,574,4,2
2025_HARP13203_20250510_1612_20250511_1436,13203,2025-05-10 16:12:00,2025-05-11 14:36:00,15,0,578,4,2
2025_HARP13190_20250511_0736_20250511_2024,13190,2025-05-11 07:36:00,2025-05-11 20:24:00,9,0,582,4,2
2025_HARP13203_20250512_1612_20250513_1436,13203,2025-05-12 16:12:00,2025-05-13 14:36:00,15,0,586,4,2
2025_HARP13203_20250513_2236_20250513_2236,13203,2025-05-13 22:36:00,2025-05-13 22:36:00,1,0,590,4,2
2025_HARP13199_20250514_1424_20250515_1324,13199,2025-05-14 14:24:00,2025-05-15 13:24:00,15,0,594,4,2
2025_HARP13231_20250516_1700_20250517_0548,13231,2025-05-16 17:00:00,2025-05-17 05:48:00,9,0,598,4,2
2025_HARP13231_20250518_0900_20250519_0724,13231,2025-05-18 09:00:00,2025-05-19 07:24:00,15,0,602,4,2
2025_HARP13232_20250519_0036_20250519_2300,13232,2025-05-19 00:36:00,2025-05-19 23:00:00,15,15,606,4,2
2025_HARP13245_20250519_2300_20250520_2124,13245,2025-05-19 23:00:00,2025-05-20 21:24:00,15,0,610,4,2
2025_HARP13269_20250520_0712_20250521_0536,13269,2025-05-20 07:12:00,2025-05-21 05:36:00,15,0,614,4,2
2025_HARP13245_20250520_2300_20250521_2148,13245,2025-05-20 23:00:00,2025-05-21 21:48:00,15,0,618,4,2
2025_HARP13246_20250521_2112_20250522_1624,13246,2025-05-21 21:12:00,2025-05-22 16:24:00,13,0,622,4,2
2025_HARP13245_20250522_2324_20250523_0724,13245,2025-05-22 23:24:00,2025-05-23 07:24:00,6,0,626,4,2
2025_HARP13269_20250523_2100_20250524_0324,13269,2025-05-23 21:00:00,2025-05-24 03:24:00,5,5,630,4,2
2025_HARP13274_20250525_0724_20250526_0548,13274,2025-05-25 07:24:00,2025-05-26 05:48:00,15,0,634,4,2
2025_HARP13273_20250526_0500_20250527_0324,13273,2025-05-26 05:00:00,2025-05-27 03:24:00,15,0,638,4,2
2025_HARP13264_20250526_1548_20250526_1724,13264,2025-05-26 15:48:00,2025-05-26 17:24:00,2,0,642,4,2
2025_HARP13292_20250527_0812_20250527_1936,13292,2025-05-27 08:12:00,2025-05-27 19:36:00,8,0,646,4,2
2025_HARP13264_20250527_2300_20250528_0700,13264,2025-05-27 23:00:00,2025-05-28 07:00:00,6,0,650,4,2
2025_HARP13292_20250528_2148_20250529_2012,13292,2025-05-28 21:48:00,2025-05-29 20:12:00,15,0,654,4,2
2025_HARP13292_20250529_2148_20250530_1524,13292,2025-05-29 21:48:00,2025-05-30 15:24:00,12,0,658,4,2
2025_HARP13294_20250531_0236_20250601_0100,13294,2025-05-31 02:36:00,2025-06-01 01:00:00,15,0,662,4,2
2025_HARP13306_20250601_0436_20250602_0300,13306,2025-06-01 04:36:00,2025-06-02 03:00:00,15,0,666,4,2
2025_HARP13299_20250603_0236_20250603_0236,13299,2025-06-03 02:36:00,2025-06-03 02:36:00,1,0,670,4,2
2025_HARP13306_20250604_0812_20250605_0712,13306,2025-06-04 08:12:00,2025-06-05 07:12:00,15,0,674,4,2
2025_HARP13327_20250606_0100_20250606_2324,13327,2025-06-06 01:00:00,2025-06-06 23:24:00,15,0,678,4,2
2025_HARP13336_20250607_1824_20250608_1648,13336,2025-06-07 18:24:00,2025-06-08 16:48:00,15,0,682,4,2
2025_HARP13347_20250608_1648_20250609_1512,13347,2025-06-08 16:48:00,2025-06-09 15:12:00,15,0,686,4,2
2025_HARP13336_20250609_1824_20250610_0400,13336,2025-06-09 18:24:00,2025-06-10 04:00:00,7,0,690,4,2
2025_HARP13346_20250611_0724_20250612_0424,13346,2025-06-11 07:24:00,2025-06-12 04:24:00,14,0,694,4,2
2025_HARP13347_20250612_1700_20250612_2324,13347,2025-06-12 17:00:00,2025-06-12 23:24:00,5,0,698,4,2
2025_HARP13345_20250614_0736_20250615_0424,13345,2025-06-14 07:36:00,2025-06-15 04:24:00,14,0,702,4,2
2025_HARP13345_20250615_0736_20250616_0112,13345,2025-06-15 07:36:00,2025-06-16 01:12:00,12,0,706,4,2
2025_HARP13366_20250616_0700_20250617_0524,13366,2025-06-16 07:00:00,2025-06-17 05:24:00,15,0,710,4,2
2025_HARP13354_20250617_0712_20250618_0536,13354,2025-06-17 07:12:00,2025-06-18 05:36:00,15,0,714,4,2
2025_HARP13354_20250619_0736_20250619_2024,13354,2025-06-19 07:36:00,2025-06-19 20:24:00,9,0,718,4,2
2025_HARP13386_20250623_0012_20250623_1748,13386,2025-06-23 00:12:00,2025-06-23 17:48:00,12,0,722,4,2
2025_HARP13415_20250623_2112_20250624_1624,13415,2025-06-23 21:12:00,2025-06-24 16:24:00,13,0,726,4,2
2025_HARP13415_20250624_2112_20250625_2012,13415,2025-06-24 21:12:00,2025-06-25 20:12:00,15,0,730,4,2
2025_HARP13403_20250625_2100_20250625_2236,13403,2025-06-25 21:00:00,2025-06-25 22:36:00,2,0,734,4,2
2025_HARP13412_20250626_1036_20250627_0924,13412,2025-06-26 10:36:00,2025-06-27 09:24:00,15,0,738,4,2
2025_HARP13415_20250627_1100_20250628_0124,13415,2025-06-27 11:00:00,2025-06-28 01:24:00,10,0,742,4,2
2025_HARP13424_20250628_1936_20250629_1836,13424,2025-06-28 19:36:00,2025-06-29 18:36:00,15,0,746,4,2
2025_HARP13434_20250629_1936_20250630_1136,13434,2025-06-29 19:36:00,2025-06-30 11:36:00,11,0,750,4,2
2025_HARP13434_20250630_1448_20250630_1624,13434,2025-06-30 14:48:00,2025-06-30 16:24:00,2,0,754,4,2
2025_HARP13439_20250630_1948_20250630_2124,13439,2025-06-30 19:48:00,2025-06-30 21:24:00,2,0,758,4,2
2025_HARP13432_20250701_0336_20250701_1624,13432,2025-07-01 03:36:00,2025-07-01 16:24:00,9,0,762,4,2
2025_HARP13445_20250701_1624_20250701_1624,13445,2025-07-01 16:24:00,2025-07-01 16:24:00,1,0,766,4,2
2025_HARP13436_20250701_2112_20250701_2112,13436,2025-07-01 21:12:00,2025-07-01 21:12:00,1,0,770,4,2
2025_HARP13449_20250702_0148_20250702_1748,13449,2025-07-02 01:48:00,2025-07-02 17:48:00,11,0,774,4,2
2025_HARP13439_20250702_0524_20250703_0412,13439,2025-07-02 05:24:00,2025-07-03 04:12:00,15,0,778,4,2
2025_HARP13445_20250702_2000_20250703_0048,13445,2025-07-02 20:00:00,2025-07-03 00:48:00,4,0,782,4,2
2025_HARP13432_20250703_0400_20250703_2000,13432,2025-07-03 04:00:00,2025-07-03 20:00:00,11,0,786,4,2
2025_HARP13432_20250703_2312_20250704_1024,13432,2025-07-03 23:12:00,2025-07-04 10:24:00,8,0,790,4,2
2025_HARP13439_20250704_0548_20250705_0412,13439,2025-07-04 05:48:00,2025-07-05 04:12:00,15,0,794,4,2
2025_HARP13446_20250705_0736_20250706_0248,13446,2025-07-05 07:36:00,2025-07-06 02:48:00,13,0,798,4,2
2025_HARP13446_20250706_2200_20250706_2336,13446,2025-07-06 22:00:00,2025-07-06 23:36:00,2,0,802,4,2
2025_HARP13483_20250708_1600_20250709_0124,13483,2025-07-08 16:00:00,2025-07-09 01:24:00,6,0,806,4,2
2025_HARP13492_20250710_2148_20250710_2148,13492,2025-07-10 21:48:00,2025-07-10 21:48:00,1,0,810,4,2
2025_HARP13470_20250711_1000_20250711_1624,13470,2025-07-11 10:00:00,2025-07-11 16:24:00,5,0,814,4,2
2025_HARP13492_20250712_1000_20250712_1624,13492,2025-07-12 10:00:00,2025-07-12 16:24:00,5,0,818,4,2
2025_HARP13470_20250713_0300_20250713_0612,13470,2025-07-13 03:00:00,2025-07-13 06:12:00,3,0,822,4,2
2025_HARP13476_20250714_1000_20250714_1624,13476,2025-07-14 10:00:00,2025-07-14 16:24:00,5,0,826,4,2
2025_HARP13476_20250715_0912_20250716_0624,13476,2025-07-15 09:12:00,2025-07-16 06:24:00,14,0,830,4,2
2025_HARP13501_20250716_1100_20250717_0524,13501,2025-07-16 11:00:00,2025-07-17 05:24:00,12,0,834,4,2
2025_HARP13493_20250717_2312_20250718_0536,13493,2025-07-17 23:12:00,2025-07-18 05:36:00,5,0,838,4,2
2025_HARP13507_20250719_0524_20250719_0524,13507,2025-07-19 05:24:00,2025-07-19 05:24:00,1,0,842,4,2
2025_HARP13507_20250719_1112_20250720_0624,13507,2025-07-19 11:12:00,2025-07-20 06:24:00,13,0,846,4,2
2025_HARP13501_20250720_1036_20250720_1700,13501,2025-07-20 10:36:00,2025-07-20 17:00:00,5,0,850,4,2
2025_HARP13532_20250720_1548_20250721_0612,13532,2025-07-20 15:48:00,2025-07-21 06:12:00,10,0,854,4,2
2025_HARP13532_20250721_1024_20250721_1200,13532,2025-07-21 10:24:00,2025-07-21 12:00:00,2,0,858,4,2
2025_HARP13517_20250722_1000_20250723_0500,13517,2025-07-22 10:00:00,2025-07-23 05:00:00,12,0,862,4,2
2025_HARP13507_20250723_1012_20250723_1324,13507,2025-07-23 10:12:00,2025-07-23 13:24:00,3,0,866,4,2
2025_HARP13524_20250724_0000_20250724_0624,13524,2025-07-24 00:00:00,2025-07-24 06:24:00,5,0,870,4,2
2025_HARP13522_20250725_0500_20250725_0500,13522,2025-07-25 05:00:00,2025-07-25 05:00:00,1,0,874,4,2
2025_HARP13522_20250725_0912_20250726_0424,13522,2025-07-25 09:12:00,2025-07-26 04:24:00,13,0,878,4,2
2025_HARP13542_20250725_1936_20250726_0512,13542,2025-07-25 19:36:00,2025-07-26 05:12:00,7,0,882,4,2
2025_HARP13524_20250726_1012_20250727_0212,13524,2025-07-26 10:12:00,2025-07-27 02:12:00,11,0,886,4,2
2025_HARP13522_20250727_0524_20250727_0524,13522,2025-07-27 05:24:00,2025-07-27 05:24:00,1,0,890,4,2
2025_HARP13542_20250727_1024_20250728_0536,13542,2025-07-27 10:24:00,2025-07-28 05:36:00,13,0,894,4,2
