gcp_path,file,sample_id,T_REC_dt,HARPNUM,NOAA_AR_clean,label_48h_global_old,label_48h_ar_specific,label_48h_final,label_48h,y,local_path,year,used_timestamp,used_s3_path,manifest_label_before_repair
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110305_1000_HARP393_NOAA11164.npz,20110305_1000_HARP393_NOAA11164.npz,20110305_1000_HARP393_NOAA11164,2011-03-05 10:00:00,393,11164,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110305_1000_HARP393_NOAA11164.npz,2011,2011-03-05 10:00:00,s3://nasa-surya-bench/2011/03/20110305_1000.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2012/20120317_1900_HARP1464_NOAA11434.npz,20120317_1900_HARP1464_NOAA11434.npz,20120317_1900_HARP1464_NOAA11434,2012-03-17 19:00:00,1464,11434,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2012/samples_npz/20120317_1900_HARP1464_NOAA11434.npz,2012,2012-03-17 19:00:00,s3://nasa-surya-bench/2012/03/20120317_1900.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130502_1148_HARP2693_NOAA11731.npz,20130502_1148_HARP2693_NOAA11731.npz,20130502_1148_HARP2693_NOAA11731,2013-05-02 11:48:00,2693,11731,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20130502_1148_HARP2693_NOAA11731.npz,2013,2013-05-02 11:48:00,s3://nasa-surya-bench/2013/05/20130502_1148.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2012/20121205_0336_HARP2259_NOAA11626.npz,20121205_0336_HARP2259_NOAA11626.npz,20121205_0336_HARP2259_NOAA11626,2012-12-05 03:36:00,2259,11626,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2012/samples_npz/20121205_0336_HARP2259_NOAA11626.npz,2012,2012-12-05 03:36:00,s3://nasa-surya-bench/2012/12/20121205_0336.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110120_2200_HARP345_NOAA11147.npz,20110120_2200_HARP345_NOAA11147.npz,20110120_2200_HARP345_NOAA11147,2011-01-20 22:00:00,345,11147,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110120_2200_HARP345_NOAA11147.npz,2011,2011-01-20 22:00:00,s3://nasa-surya-bench/2011/01/20110120_2200.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131106_1936_HARP3341_NOAA11890.npz,20131106_1936_HARP3341_NOAA11890.npz,20131106_1936_HARP3341_NOAA11890,2013-11-06 19:36:00,3341,11890,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20131106_1936_HARP3341_NOAA11890.npz,2013,2013-11-06 19:36:00,s3://nasa-surya-bench/2013/11/20131106_1936.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110926_0836_HARP892_NOAA11302.npz,20110926_0836_HARP892_NOAA11302.npz,20110926_0836_HARP892_NOAA11302,2011-09-26 08:36:00,892,11302,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110926_0836_HARP892_NOAA11302.npz,2011,2011-09-26 08:36:00,s3://nasa-surya-bench/2011/09/20110926_0836.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2012/20120213_0736_HARP1390_NOAA11418.npz,20120213_0736_HARP1390_NOAA11418.npz,20120213_0736_HARP1390_NOAA11418,2012-02-13 07:36:00,1390,11418,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2012/samples_npz/20120213_0736_HARP1390_NOAA11418.npz,2012,2012-02-13 07:36:00,s3://nasa-surya-bench/2012/02/20120213_0736.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110930_1948_HARP892_NOAA11302.npz,20110930_1948_HARP892_NOAA11302.npz,20110930_1948_HARP892_NOAA11302,2011-09-30 19:48:00,892,11302,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110930_1948_HARP892_NOAA11302.npz,2011,2011-09-30 19:48:00,s3://nasa-surya-bench/2011/09/20110930_1948.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110307_2112_HARP401_NOAA11166.npz,20110307_2112_HARP401_NOAA11166.npz,20110307_2112_HARP401_NOAA11166,2011-03-07 21:12:00,401,11166,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110307_2112_HARP401_NOAA11166.npz,2011,2011-03-07 21:12:00,s3://nasa-surya-bench/2011/03/20110307_2112.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130421_2336_HARP2673_NOAA11726.npz,20130421_2336_HARP2673_NOAA11726.npz,20130421_2336_HARP2673_NOAA11726,2013-04-21 23:36:00,2673,11726,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20130421_2336_HARP2673_NOAA11726.npz,2013,2013-04-21 23:36:00,s3://nasa-surya-bench/2013/04/20130421_2336.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2010/20100902_0212_HARP156_NOAA11105.npz,20100902_0212_HARP156_NOAA11105.npz,20100902_0212_HARP156_NOAA11105,2010-09-02 02:12:00,156,11105,0,0,0,0,0,,2010,,,
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130222_0112_HARP2492_NOAA11676.npz,20130222_0112_HARP2492_NOAA11676.npz,20130222_0112_HARP2492_NOAA11676,2013-02-22 01:12:00,2492,11676,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20130222_0112_HARP2492_NOAA11676.npz,2013,2013-02-22 01:12:00,s3://nasa-surya-bench/2013/02/20130222_0112.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110326_1512_HARP438_NOAA11177.npz,20110326_1512_HARP438_NOAA11177.npz,20110326_1512_HARP438_NOAA11177,2011-03-26 15:12:00,438,11177,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110326_1512_HARP438_NOAA11177.npz,2011,2011-03-26 15:12:00,s3://nasa-surya-bench/2011/03/20110326_1512.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2012/20120317_1236_HARP1464_NOAA11434.npz,20120317_1236_HARP1464_NOAA11434.npz,20120317_1236_HARP1464_NOAA11434,2012-03-17 12:36:00,1464,11434,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2012/samples_npz/20120317_1236_HARP1464_NOAA11434.npz,2012,2012-03-17 12:36:00,s3://nasa-surya-bench/2012/03/20120317_1236.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110710_1748_HARP695_NOAA11247.npz,20110710_1748_HARP695_NOAA11247.npz,20110710_1748_HARP695_NOAA11247,2011-07-10 17:48:00,695,11247,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110710_1748_HARP695_NOAA11247.npz,2011,2011-07-10 17:48:00,s3://nasa-surya-bench/2011/07/20110710_1748.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130701_0600_HARP2910_NOAA11782.npz,20130701_0600_HARP2910_NOAA11782.npz,20130701_0600_HARP2910_NOAA11782,2013-07-01 06:00:00,2910,11782,1,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20130701_0600_HARP2910_NOAA11782.npz,2013,2013-07-01 06:00:00,s3://nasa-surya-bench/2013/07/20130701_0600.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131031_2000_HARP3321_NOAA11884.npz,20131031_2000_HARP3321_NOAA11884.npz,20131031_2000_HARP3321_NOAA11884,2013-10-31 20:00:00,3321,11884,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20131031_2000_HARP3321_NOAA11884.npz,2013,2013-10-31 20:00:00,s3://nasa-surya-bench/2013/10/20131031_2000.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131023_0224_HARP3295_NOAA11877.npz,20131023_0224_HARP3295_NOAA11877.npz,20131023_0224_HARP3295_NOAA11877,2013-10-23 02:24:00,3295,11877,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20131023_0224_HARP3295_NOAA11877.npz,2013,2013-10-23 02:24:00,s3://nasa-surya-bench/2013/10/20131023_0224.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110903_0948_HARP824_NOAA11281.npz,20110903_0948_HARP824_NOAA11281.npz,20110903_0948_HARP824_NOAA11281,2011-09-03 09:48:00,824,11281,1,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110903_0948_HARP824_NOAA11281.npz,2011,2011-09-03 09:48:00,s3://nasa-surya-bench/2011/09/20110903_0948.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2012/20121120_1724_HARP2220_NOAA11618.npz,20121120_1724_HARP2220_NOAA11618.npz,20121120_1724_HARP2220_NOAA11618,2012-11-20 17:24:00,2220,11618,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2012/samples_npz/20121120_1724_HARP2220_NOAA11618.npz,2012,2012-11-20 17:24:00,s3://nasa-surya-bench/2012/11/20121120_1724.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131202_0700_HARP3446_NOAA11911.npz,20131202_0700_HARP3446_NOAA11911.npz,20131202_0700_HARP3446_NOAA11911,2013-12-02 07:00:00,3446,11911,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20131202_0700_HARP3446_NOAA11911.npz,2013,2013-12-02 07:00:00,s3://nasa-surya-bench/2013/12/20131202_0700.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110905_1336_HARP833_NOAA11283.npz,20110905_1336_HARP833_NOAA11283.npz,20110905_1336_HARP833_NOAA11283,2011-09-05 13:36:00,833,11283,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110905_1336_HARP833_NOAA11283.npz,2011,2011-09-05 13:36:00,s3://nasa-surya-bench/2011/09/20110905_1336.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110801_1500_HARP753_NOAA11263.npz,20110801_1500_HARP753_NOAA11263.npz,20110801_1500_HARP753_NOAA11263,2011-08-01 15:00:00,753,11263,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110801_1500_HARP753_NOAA11263.npz,2011,2011-08-01 15:00:00,s3://nasa-surya-bench/2011/08/20110801_1500.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130107_1548_HARP2348_NOAA11651.npz,20130107_1548_HARP2348_NOAA11651.npz,20130107_1548_HARP2348_NOAA11651,2013-01-07 15:48:00,2348,11651,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20130107_1548_HARP2348_NOAA11651.npz,2013,2013-01-07 15:48:00,s3://nasa-surya-bench/2013/01/20130107_1548.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130612_1512_HARP2839_NOAA11767.npz,20130612_1512_HARP2839_NOAA11767.npz,20130612_1512_HARP2839_NOAA11767,2013-06-12 15:12:00,2839,11767,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20130612_1512_HARP2839_NOAA11767.npz,2013,2013-06-12 15:12:00,s3://nasa-surya-bench/2013/06/20130612_1512.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_1024_HARP3341_NOAA11890.npz,20131108_1024_HARP3341_NOAA11890.npz,20131108_1024_HARP3341_NOAA11890,2013-11-08 10:24:00,3341,11890,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20131108_1024_HARP3341_NOAA11890.npz,2013,2013-11-08 10:24:00,s3://nasa-surya-bench/2013/11/20131108_1024.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110201_0100_HARP355_NOAA11150.npz,20110201_0100_HARP355_NOAA11150.npz,20110201_0100_HARP355_NOAA11150,2011-02-01 01:00:00,355,11150,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110201_0100_HARP355_NOAA11150.npz,2011,2011-02-01 01:00:00,s3://nasa-surya-bench/2011/02/20110201_0100.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20111001_0324_HARP902_NOAA11305.npz,20111001_0324_HARP902_NOAA11305.npz,20111001_0324_HARP902_NOAA11305,2011-10-01 03:24:00,902,11305,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20111001_0324_HARP902_NOAA11305.npz,2011,2011-10-01 03:24:00,s3://nasa-surya-bench/2011/10/20111001_0324.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_1712_HARP3344_NOAA11891.npz,20131107_1712_HARP3344_NOAA11891.npz,20131107_1712_HARP3344_NOAA11891,2013-11-07 17:12:00,3344,11891,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20131107_1712_HARP3344_NOAA11891.npz,2013,2013-11-07 17:12:00,s3://nasa-surya-bench/2013/11/20131107_1712.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130502_0836_HARP2693_NOAA11731.npz,20130502_0836_HARP2693_NOAA11731.npz,20130502_0836_HARP2693_NOAA11731,2013-05-02 08:36:00,2693,11731,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20130502_0836_HARP2693_NOAA11731.npz,2013,2013-05-02 08:36:00,s3://nasa-surya-bench/2013/05/20130502_0836.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130716_1424_HARP2952_NOAA11791.npz,20130716_1424_HARP2952_NOAA11791.npz,20130716_1424_HARP2952_NOAA11791,2013-07-16 14:24:00,2952,11791,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20130716_1424_HARP2952_NOAA11791.npz,2013,2013-07-16 14:24:00,s3://nasa-surya-bench/2013/07/20130716_1424.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0312_HARP3344_NOAA11891.npz,20131108_0312_HARP3344_NOAA11891.npz,20131108_0312_HARP3344_NOAA11891,2013-11-08 03:12:00,3344,11891,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2013/samples_npz/20131108_0312_HARP3344_NOAA11891.npz,2013,2013-11-08 03:12:00,s3://nasa-surya-bench/2013/11/20131108_0312.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2012/20120509_2312_HARP1638_NOAA11476.npz,20120509_2312_HARP1638_NOAA11476.npz,20120509_2312_HARP1638_NOAA11476,2012-05-09 23:12:00,1638,11476,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2012/samples_npz/20120509_2312_HARP1638_NOAA11476.npz,2012,2012-05-09 23:12:00,s3://nasa-surya-bench/2012/05/20120509_2312.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20110404_2148_HARP466_NOAA11184.npz,20110404_2148_HARP466_NOAA11184.npz,20110404_2148_HARP466_NOAA11184,2011-04-04 21:48:00,466,11184,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20110404_2148_HARP466_NOAA11184.npz,2011,2011-04-04 21:48:00,s3://nasa-surya-bench/2011/04/20110404_2148.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2012/20120316_2324_HARP1464_NOAA11434.npz,20120316_2324_HARP1464_NOAA11434.npz,20120316_2324_HARP1464_NOAA11434,2012-03-16 23:24:00,1464,11434,1,1,1,1,1,/content/suryabench_work/processed/6AIA_512_true96min_48h/2012/samples_npz/20120316_2324_HARP1464_NOAA11434.npz,2012,2012-03-16 23:24:00,s3://nasa-surya-bench/2012/03/20120316_2324.nc,1.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2012/20120806_1912_HARP1907_NOAA11538.npz,20120806_1912_HARP1907_NOAA11538.npz,20120806_1912_HARP1907_NOAA11538,2012-08-06 19:12:00,1907,11538,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2012/samples_npz/20120806_1912_HARP1907_NOAA11538.npz,2012,2012-08-06 19:12:00,s3://nasa-surya-bench/2012/08/20120806_1912.nc,0.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2011/20111008_1124_HARP913_NOAA11308.npz,20111008_1124_HARP913_NOAA11308.npz,20111008_1124_HARP913_NOAA11308,2011-10-08 11:24:00,913,11308,0,0,0,0,0,/content/suryabench_work/processed/6AIA_512_true96min_48h/2011/samples_npz/20111008_1124_HARP913_NOAA11308.npz,2011,2011-10-08 11:24:00,s3://nasa-surya-bench/2011/10/20111008_1124.nc,0.0
