gcp_path,y_true,y_prob,config_name,fold_id,selected_threshold,y_true_error_analysis,prob_error_analysis,y_pred_error_analysis,error_type,sample_fold_id,sample_split,sample_gcp_path,sample_sample_id,sample_T_REC_dt,sample_HARPNUM,sample_NOAA_AR_clean,sample_label_48h_final,sample_year
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_1712_HARP3344_NOAA11891.npz,1,0.0003581314522307,higher_dropout,test_2013,0.0225,1,0.0003581314522307,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_1712_HARP3344_NOAA11891.npz,20131107_1712_HARP3344_NOAA11891,2013-11-07 17:12:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131023_0400_HARP3295_NOAA11877.npz,1,0.0003968357341364,higher_dropout,test_2013,0.0225,1,0.0003968357341364,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131023_0400_HARP3295_NOAA11877.npz,20131023_0400_HARP3295_NOAA11877,2013-10-23 04:00:00,3295.0,11877.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150822_0900_HARP5885_NOAA12403.npz,1,0.0004269558703526,higher_dropout,test_2015,0.1275,1,0.0004269558703526,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150822_0900_HARP5885_NOAA12403.npz,20150822_0900_HARP5885_NOAA12403,2015-08-22 09:00:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0136_HARP3344_NOAA11891.npz,1,0.0004827830125577,higher_dropout,test_2013,0.0225,1,0.0004827830125577,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0136_HARP3344_NOAA11891.npz,20131108_0136_HARP3344_NOAA11891,2013-11-08 01:36:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_1912_HARP3344_NOAA11891.npz,1,0.000508485478349,higher_dropout,test_2013,0.0225,1,0.000508485478349,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_1912_HARP3344_NOAA11891.npz,20131107_1912_HARP3344_NOAA11891,2013-11-07 19:12:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_2048_HARP3344_NOAA11891.npz,1,0.000515213876497,higher_dropout,test_2013,0.0225,1,0.000515213876497,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_2048_HARP3344_NOAA11891.npz,20131107_2048_HARP3344_NOAA11891,2013-11-07 20:48:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_1036_HARP5885_NOAA12403.npz,1,0.0005188145441934,higher_dropout,test_2015,0.1275,1,0.0005188145441934,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_1036_HARP5885_NOAA12403.npz,20150823_1036_HARP5885_NOAA12403,2015-08-23 10:36:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131028_1012_HARP3311_NOAA11882.npz,1,0.0005272848648019,higher_dropout,test_2013,0.0225,1,0.0005272848648019,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131028_1012_HARP3311_NOAA11882.npz,20131028_1012_HARP3311_NOAA11882,2013-10-28 10:12:00,3311.0,11882.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_0712_HARP3894_NOAA12017.npz,1,0.0005966622848063,higher_dropout,test_2014,0.5975,1,0.0005966622848063,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_0712_HARP3894_NOAA12017.npz,20140329_0712_HARP3894_NOAA12017,2014-03-29 07:12:00,3894.0,12017.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140611_2048_HARP4231_NOAA12089.npz,1,0.0006329462630674,higher_dropout,test_2014,0.5975,1,0.0006329462630674,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140611_2048_HARP4231_NOAA12089.npz,20140611_2048_HARP4231_NOAA12089,2014-06-11 20:48:00,4231.0,12089.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150825_0936_HARP5885_NOAA12403.npz,1,0.0006357941892929,higher_dropout,test_2015,0.1275,1,0.0006357941892929,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150825_0936_HARP5885_NOAA12403.npz,20150825_0936_HARP5885_NOAA12403,2015-08-25 09:36:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150822_0236_HARP5885_NOAA12403.npz,1,0.000656021060422,higher_dropout,test_2015,0.1275,1,0.000656021060422,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150822_0236_HARP5885_NOAA12403.npz,20150822_0236_HARP5885_NOAA12403,2015-08-22 02:36:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140611_1712_HARP4231_NOAA12089.npz,1,0.0006568831740878,higher_dropout,test_2014,0.5975,1,0.0006568831740878,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140611_1712_HARP4231_NOAA12089.npz,20140611_1712_HARP4231_NOAA12089,2014-06-11 17:12:00,4231.0,12089.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_2224_HARP3344_NOAA11891.npz,1,0.0006776942755095,higher_dropout,test_2013,0.0225,1,0.0006776942755095,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_2224_HARP3344_NOAA11891.npz,20131107_2224_HARP3344_NOAA11891,2013-11-07 22:24:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0000_HARP3344_NOAA11891.npz,1,0.0007710301433689,higher_dropout,test_2013,0.0225,1,0.0007710301433689,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0000_HARP3344_NOAA11891.npz,20131108_0000_HARP3344_NOAA11891,2013-11-08 00:00:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_1048_HARP3344_NOAA11891.npz,1,0.000787291151937,higher_dropout,test_2013,0.0225,1,0.000787291151937,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_1048_HARP3344_NOAA11891.npz,20131107_1048_HARP3344_NOAA11891,2013-11-07 10:48:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0624_HARP3344_NOAA11891.npz,1,0.0008377662161365,higher_dropout,test_2013,0.0225,1,0.0008377662161365,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0624_HARP3344_NOAA11891.npz,20131108_0624_HARP3344_NOAA11891,2013-11-08 06:24:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_1648_HARP3894_NOAA12017.npz,1,0.0008589492645114,higher_dropout,test_2014,0.5975,1,0.0008589492645114,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_1648_HARP3894_NOAA12017.npz,20140329_1648_HARP3894_NOAA12017,2014-03-29 16:48:00,3894.0,12017.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_2148_HARP5885_NOAA12403.npz,1,0.0008861260721459,higher_dropout,test_2015,0.1275,1,0.0008861260721459,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_2148_HARP5885_NOAA12403.npz,20150823_2148_HARP5885_NOAA12403,2015-08-23 21:48:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_0724_HARP5885_NOAA12403.npz,1,0.0008935073856264,higher_dropout,test_2015,0.1275,1,0.0008935073856264,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_0724_HARP5885_NOAA12403.npz,20150823_0724_HARP5885_NOAA12403,2015-08-23 07:24:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150822_1700_HARP5885_NOAA12403.npz,1,0.0009284861735068,higher_dropout,test_2015,0.1275,1,0.0009284861735068,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150822_1700_HARP5885_NOAA12403.npz,20150822_1700_HARP5885_NOAA12403,2015-08-22 17:00:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_0848_HARP3894_NOAA12017.npz,1,0.0009366240701638,higher_dropout,test_2014,0.5975,1,0.0009366240701638,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_0848_HARP3894_NOAA12017.npz,20140329_0848_HARP3894_NOAA12017,2014-03-29 08:48:00,3894.0,12017.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_1836_HARP5885_NOAA12403.npz,1,0.0009652752196416,higher_dropout,test_2015,0.1275,1,0.0009652752196416,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_1836_HARP5885_NOAA12403.npz,20150823_1836_HARP5885_NOAA12403,2015-08-23 18:36:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130817_0524_HARP3056_NOAA11818.npz,1,0.0010379573795944,higher_dropout,test_2013,0.0225,1,0.0010379573795944,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130817_0524_HARP3056_NOAA11818.npz,20130817_0524_HARP3056_NOAA11818,2013-08-17 05:24:00,3056.0,11818.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_1024_HARP3894_NOAA12017.npz,1,0.0010715909302234,higher_dropout,test_2014,0.5975,1,0.0010715909302234,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_1024_HARP3894_NOAA12017.npz,20140329_1024_HARP3894_NOAA12017,2014-03-29 10:24:00,3894.0,12017.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130817_1500_HARP3056_NOAA11818.npz,1,0.0011114045046269,higher_dropout,test_2013,0.0225,1,0.0011114045046269,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130817_1500_HARP3056_NOAA11818.npz,20130817_1500_HARP3056_NOAA11818,2013-08-17 15:00:00,3056.0,11818.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130817_1324_HARP3056_NOAA11818.npz,1,0.0011454648338258,higher_dropout,test_2013,0.0225,1,0.0011454648338258,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130817_1324_HARP3056_NOAA11818.npz,20130817_1324_HARP3056_NOAA11818,2013-08-17 13:24:00,3056.0,11818.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_0536_HARP3894_NOAA12017.npz,1,0.0012212836882099,higher_dropout,test_2014,0.5975,1,0.0012212836882099,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_0536_HARP3894_NOAA12017.npz,20140329_0536_HARP3894_NOAA12017,2014-03-29 05:36:00,3894.0,12017.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140612_0136_HARP4231_NOAA12089.npz,1,0.0012250066502019,higher_dropout,test_2014,0.5975,1,0.0012250066502019,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140612_0136_HARP4231_NOAA12089.npz,20140612_0136_HARP4231_NOAA12089,2014-06-12 01:36:00,4231.0,12089.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150824_0548_HARP5885_NOAA12403.npz,1,0.0012380093103274,higher_dropout,test_2015,0.1275,1,0.0012380093103274,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150824_0548_HARP5885_NOAA12403.npz,20150824_0548_HARP5885_NOAA12403,2015-08-24 05:48:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150824_0724_HARP5885_NOAA12403.npz,1,0.001273910049349,higher_dropout,test_2015,0.1275,1,0.001273910049349,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150824_0724_HARP5885_NOAA12403.npz,20150824_0724_HARP5885_NOAA12403,2015-08-24 07:24:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_0248_HARP3344_NOAA11891.npz,1,0.0012778206728398,higher_dropout,test_2013,0.0225,1,0.0012778206728398,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_0248_HARP3344_NOAA11891.npz,20131107_0248_HARP3344_NOAA11891,2013-11-07 02:48:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150825_0800_HARP5885_NOAA12403.npz,1,0.001285582780838,higher_dropout,test_2015,0.1275,1,0.001285582780838,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150825_0800_HARP5885_NOAA12403.npz,20150825_0800_HARP5885_NOAA12403,2015-08-25 08:00:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130817_0700_HARP3056_NOAA11818.npz,1,0.0013281936990097,higher_dropout,test_2013,0.0225,1,0.0013281936990097,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130817_0700_HARP3056_NOAA11818.npz,20130817_0700_HARP3056_NOAA11818,2013-08-17 07:00:00,3056.0,11818.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_1200_HARP3894_NOAA12017.npz,1,0.0013844260247424,higher_dropout,test_2014,0.5975,1,0.0013844260247424,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_1200_HARP3894_NOAA12017.npz,20140329_1200_HARP3894_NOAA12017,2014-03-29 12:00:00,3894.0,12017.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_2012_HARP5885_NOAA12403.npz,1,0.001407109783031,higher_dropout,test_2015,0.1275,1,0.001407109783031,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_2012_HARP5885_NOAA12403.npz,20150823_2012_HARP5885_NOAA12403,2015-08-23 20:12:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0800_HARP3344_NOAA11891.npz,1,0.0014162308070808,higher_dropout,test_2013,0.0225,1,0.0014162308070808,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131108_0800_HARP3344_NOAA11891.npz,20131108_0800_HARP3344_NOAA11891,2013-11-08 08:00:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_0400_HARP3894_NOAA12017.npz,1,0.0014222533209249,higher_dropout,test_2014,0.5975,1,0.0014222533209249,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_0400_HARP3894_NOAA12017.npz,20140329_0400_HARP3894_NOAA12017,2014-03-29 04:00:00,3894.0,12017.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_0200_HARP3341_NOAA11890.npz,1,0.0014527307357639,higher_dropout,test_2013,0.0225,1,0.0014527307357639,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_0200_HARP3341_NOAA11890.npz,20131107_0200_HARP3341_NOAA11890,2013-11-07 02:00:00,3341.0,11890.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131023_0848_HARP3295_NOAA11877.npz,1,0.0014566406607627,higher_dropout,test_2013,0.0225,1,0.0014566406607627,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131023_0848_HARP3295_NOAA11877.npz,20131023_0848_HARP3295_NOAA11877,2013-10-23 08:48:00,3295.0,11877.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140611_1400_HARP4231_NOAA12089.npz,1,0.0015308610163629,higher_dropout,test_2014,0.5975,1,0.0015308610163629,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140611_1400_HARP4231_NOAA12089.npz,20140611_1400_HARP4231_NOAA12089,2014-06-11 14:00:00,4231.0,12089.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150824_0236_HARP5885_NOAA12403.npz,1,0.0016075386665761,higher_dropout,test_2015,0.1275,1,0.0016075386665761,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150824_0236_HARP5885_NOAA12403.npz,20150824_0236_HARP5885_NOAA12403,2015-08-24 02:36:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140612_0000_HARP4231_NOAA12089.npz,1,0.0016152830794453,higher_dropout,test_2014,0.5975,1,0.0016152830794453,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140612_0000_HARP4231_NOAA12089.npz,20140612_0000_HARP4231_NOAA12089,2014-06-12 00:00:00,4231.0,12089.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131106_2248_HARP3341_NOAA11890.npz,1,0.0016208151355385,higher_dropout,test_2013,0.0225,1,0.0016208151355385,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131106_2248_HARP3341_NOAA11890.npz,20131106_2248_HARP3341_NOAA11890,2013-11-06 22:48:00,3341.0,11890.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130816_1012_HARP3056_NOAA11818.npz,1,0.0016623861156404,higher_dropout,test_2013,0.0225,1,0.0016623861156404,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130816_1012_HARP3056_NOAA11818.npz,20130816_1012_HARP3056_NOAA11818,2013-08-16 10:12:00,3056.0,11818.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_0236_HARP5885_NOAA12403.npz,1,0.0016669988399371,higher_dropout,test_2015,0.1275,1,0.0016669988399371,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150823_0236_HARP5885_NOAA12403.npz,20150823_0236_HARP5885_NOAA12403,2015-08-23 02:36:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_1336_HARP3894_NOAA12017.npz,1,0.0017249969532713,higher_dropout,test_2014,0.5975,1,0.0017249969532713,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140329_1336_HARP3894_NOAA12017.npz,20140329_1336_HARP3894_NOAA12017,2014-03-29 13:36:00,3894.0,12017.0,1.0,2014.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130816_0700_HARP3056_NOAA11818.npz,1,0.0017953225178644,higher_dropout,test_2013,0.0225,1,0.0017953225178644,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130816_0700_HARP3056_NOAA11818.npz,20130816_0700_HARP3056_NOAA11818,2013-08-16 07:00:00,3056.0,11818.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130816_1948_HARP3056_NOAA11818.npz,1,0.0017980427946895,higher_dropout,test_2013,0.0225,1,0.0017980427946895,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130816_1948_HARP3056_NOAA11818.npz,20130816_1948_HARP3056_NOAA11818,2013-08-16 19:48:00,3056.0,11818.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150825_1736_HARP5885_NOAA12403.npz,1,0.0018025843892246,higher_dropout,test_2015,0.1275,1,0.0018025843892246,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2015/20150825_1736_HARP5885_NOAA12403.npz,20150825_1736_HARP5885_NOAA12403,2015-08-25 17:36:00,5885.0,12403.0,1.0,2015.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_0112_HARP3344_NOAA11891.npz,1,0.0018093556864187,higher_dropout,test_2013,0.0225,1,0.0018093556864187,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131107_0112_HARP3344_NOAA11891.npz,20131107_0112_HARP3344_NOAA11891,2013-11-07 01:12:00,3344.0,11891.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130111_1848_HARP2362_NOAA11652.npz,1,0.0018304772675037,higher_dropout,test_2013,0.0225,1,0.0018304772675037,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130111_1848_HARP2362_NOAA11652.npz,20130111_1848_HARP2362_NOAA11652,2013-01-11 18:48:00,2362.0,11652.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130815_1948_HARP3056_NOAA11818.npz,1,0.0018367372686043,higher_dropout,test_2013,0.0225,1,0.0018367372686043,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20130815_1948_HARP3056_NOAA11818.npz,20130815_1948_HARP3056_NOAA11818,2013-08-15 19:48:00,3056.0,11818.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131109_1824_HARP3341_NOAA11890.npz,1,0.0018538030562922,higher_dropout,test_2013,0.0225,1,0.0018538030562922,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2013/20131109_1824_HARP3341_NOAA11890.npz,20131109_1824_HARP3341_NOAA11890,2013-11-09 18:24:00,3341.0,11890.0,1.0,2013.0
gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140611_0912_HARP4231_NOAA12089.npz,1,0.0018789790337905,higher_dropout,test_2014,0.5975,1,0.0018789790337905,0,FN,test_2015,test,gs://suryabench-sharp-pipeline-bamidele/samples_npz/2014/20140611_0912_HARP4231_NOAA12089.npz,20140611_0912_HARP4231_NOAA12089,2014-06-11 09:12:00,4231.0,12089.0,1.0,2014.0
