sample_id,T_REC_dt,HARPNUM,year,official_label_48h_final,has_sharp_row,HARPNUM_int,sharp_history_count_6h,has_min_sharp_history_6h,expected_steps_6h,sharp_history_count_12h,has_min_sharp_history_12h,expected_steps_12h,sharp_history_count_24h,has_min_sharp_history_24h,expected_steps_24h,sharp_history_count_48h,has_min_sharp_history_48h,expected_steps_48h
20100523_1636_HARP26_NOAA11072,2010-05-23 16:36:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100523_1812_HARP26_NOAA11072,2010-05-23 18:12:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100523_1948_HARP26_NOAA11072,2010-05-23 19:48:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100523_2124_HARP26_NOAA11072,2010-05-23 21:24:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100523_2300_HARP26_NOAA11072,2010-05-23 23:00:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_0036_HARP26_NOAA11072,2010-05-24 00:36:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_0212_HARP26_NOAA11072,2010-05-24 02:12:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_0348_HARP26_NOAA11072,2010-05-24 03:48:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_0524_HARP26_NOAA11072,2010-05-24 05:24:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_0700_HARP26_NOAA11072,2010-05-24 07:00:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_0836_HARP26_NOAA11072,2010-05-24 08:36:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_1012_HARP26_NOAA11072,2010-05-24 10:12:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_1148_HARP26_NOAA11072,2010-05-24 11:48:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_1324_HARP26_NOAA11072,2010-05-24 13:24:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_1500_HARP26_NOAA11072,2010-05-24 15:00:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_1636_HARP26_NOAA11072,2010-05-24 16:36:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_1812_HARP26_NOAA11072,2010-05-24 18:12:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_1948_HARP26_NOAA11072,2010-05-24 19:48:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_2124_HARP26_NOAA11072,2010-05-24 21:24:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100524_2300_HARP26_NOAA11072,2010-05-24 23:00:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100525_0036_HARP26_NOAA11072,2010-05-25 00:36:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100525_0212_HARP26_NOAA11072,2010-05-25 02:12:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100525_0348_HARP26_NOAA11072,2010-05-25 03:48:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100525_0524_HARP26_NOAA11072,2010-05-25 05:24:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100525_0700_HARP26_NOAA11072,2010-05-25 07:00:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100525_0836_HARP26_NOAA11072,2010-05-25 08:36:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100525_1012_HARP26_NOAA11072,2010-05-25 10:12:00,26,2010,0,True,26,4,True,4,8,True,8,16,True,16,31,True,31
20100528_0624_HARP40_NOAA11075,2010-05-28 06:24:00,40,2010,0,True,40,1,False,4,1,False,8,1,False,16,1,False,31
20100528_0800_HARP40_NOAA11075,2010-05-28 08:00:00,40,2010,0,True,40,2,False,4,2,False,8,2,False,16,2,False,31
20100528_0936_HARP40_NOAA11075,2010-05-28 09:36:00,40,2010,0,True,40,3,False,4,3,False,8,3,False,16,3,False,31
20100528_1112_HARP40_NOAA11075,2010-05-28 11:12:00,40,2010,0,True,40,4,True,4,4,False,8,4,False,16,4,False,31
20100528_1248_HARP40_NOAA11075,2010-05-28 12:48:00,40,2010,0,True,40,4,True,4,5,False,8,5,False,16,5,False,31
20100528_1424_HARP40_NOAA11075,2010-05-28 14:24:00,40,2010,0,True,40,4,True,4,6,False,8,6,False,16,6,False,31
20100528_1600_HARP40_NOAA11075,2010-05-28 16:00:00,40,2010,0,True,40,4,True,4,7,False,8,7,False,16,7,False,31
20100528_1736_HARP40_NOAA11075,2010-05-28 17:36:00,40,2010,0,True,40,4,True,4,8,True,8,8,False,16,8,False,31
20100528_1912_HARP40_NOAA11075,2010-05-28 19:12:00,40,2010,0,True,40,4,True,4,8,True,8,9,False,16,9,False,31
20100528_2048_HARP40_NOAA11075,2010-05-28 20:48:00,40,2010,0,True,40,4,True,4,8,True,8,10,False,16,10,False,31
20100528_2224_HARP40_NOAA11075,2010-05-28 22:24:00,40,2010,0,True,40,4,True,4,8,True,8,11,False,16,11,False,31
20100529_0000_HARP40_NOAA11075,2010-05-29 00:00:00,40,2010,0,True,40,4,True,4,8,True,8,12,False,16,12,False,31
20100529_0136_HARP40_NOAA11075,2010-05-29 01:36:00,40,2010,0,True,40,4,True,4,8,True,8,13,False,16,13,False,31
20100529_0312_HARP40_NOAA11075,2010-05-29 03:12:00,40,2010,0,True,40,4,True,4,8,True,8,14,False,16,14,False,31
20100529_0448_HARP40_NOAA11075,2010-05-29 04:48:00,40,2010,0,True,40,4,True,4,8,True,8,15,False,16,15,False,31
20100529_0624_HARP40_NOAA11075,2010-05-29 06:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,16,False,31
20100529_0800_HARP40_NOAA11075,2010-05-29 08:00:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,17,False,31
20100529_0936_HARP40_NOAA11075,2010-05-29 09:36:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,18,False,31
20100529_1112_HARP40_NOAA11075,2010-05-29 11:12:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,19,False,31
20100529_1248_HARP40_NOAA11075,2010-05-29 12:48:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,20,False,31
20100529_1424_HARP40_NOAA11075,2010-05-29 14:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,21,False,31
20100529_1600_HARP40_NOAA11075,2010-05-29 16:00:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,22,False,31
20100529_1736_HARP40_NOAA11075,2010-05-29 17:36:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,23,False,31
20100529_1912_HARP40_NOAA11075,2010-05-29 19:12:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,24,False,31
20100529_2048_HARP40_NOAA11075,2010-05-29 20:48:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,25,False,31
20100529_2224_HARP40_NOAA11075,2010-05-29 22:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,26,False,31
20100530_0000_HARP40_NOAA11075,2010-05-30 00:00:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,27,False,31
20100530_0136_HARP40_NOAA11075,2010-05-30 01:36:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,28,False,31
20100530_0312_HARP40_NOAA11075,2010-05-30 03:12:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,29,False,31
20100530_0448_HARP40_NOAA11075,2010-05-30 04:48:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,30,False,31
20100530_0624_HARP40_NOAA11075,2010-05-30 06:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_0800_HARP40_NOAA11075,2010-05-30 08:00:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_0848_HARP38_NOAA11073,2010-05-30 08:48:00,38,2010,0,True,38,1,False,4,1,False,8,1,False,16,1,False,31
20100530_0936_HARP40_NOAA11075,2010-05-30 09:36:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_1024_HARP38_NOAA11073,2010-05-30 10:24:00,38,2010,0,True,38,2,False,4,2,False,8,2,False,16,2,False,31
20100530_1112_HARP40_NOAA11075,2010-05-30 11:12:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_1200_HARP38_NOAA11073,2010-05-30 12:00:00,38,2010,0,True,38,3,False,4,3,False,8,3,False,16,3,False,31
20100530_1248_HARP40_NOAA11075,2010-05-30 12:48:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_1336_HARP38_NOAA11073,2010-05-30 13:36:00,38,2010,0,True,38,4,True,4,4,False,8,4,False,16,4,False,31
20100530_1424_HARP40_NOAA11075,2010-05-30 14:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_1512_HARP38_NOAA11073,2010-05-30 15:12:00,38,2010,0,True,38,4,True,4,5,False,8,5,False,16,5,False,31
20100530_1600_HARP40_NOAA11075,2010-05-30 16:00:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_1648_HARP38_NOAA11073,2010-05-30 16:48:00,38,2010,0,True,38,4,True,4,6,False,8,6,False,16,6,False,31
20100530_1736_HARP40_NOAA11075,2010-05-30 17:36:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_1824_HARP38_NOAA11073,2010-05-30 18:24:00,38,2010,0,True,38,4,True,4,7,False,8,7,False,16,7,False,31
20100530_1912_HARP40_NOAA11075,2010-05-30 19:12:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_2000_HARP38_NOAA11073,2010-05-30 20:00:00,38,2010,0,True,38,4,True,4,8,True,8,8,False,16,8,False,31
20100530_2048_HARP40_NOAA11075,2010-05-30 20:48:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_2136_HARP38_NOAA11073,2010-05-30 21:36:00,38,2010,0,True,38,4,True,4,8,True,8,9,False,16,9,False,31
20100530_2224_HARP40_NOAA11075,2010-05-30 22:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100530_2312_HARP38_NOAA11073,2010-05-30 23:12:00,38,2010,0,True,38,4,True,4,8,True,8,10,False,16,10,False,31
20100531_0000_HARP40_NOAA11075,2010-05-31 00:00:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_0048_HARP38_NOAA11073,2010-05-31 00:48:00,38,2010,0,True,38,4,True,4,8,True,8,11,False,16,11,False,31
20100531_0136_HARP40_NOAA11075,2010-05-31 01:36:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_0224_HARP38_NOAA11073,2010-05-31 02:24:00,38,2010,0,True,38,4,True,4,8,True,8,12,False,16,12,False,31
20100531_0312_HARP40_NOAA11075,2010-05-31 03:12:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_0400_HARP38_NOAA11073,2010-05-31 04:00:00,38,2010,0,True,38,4,True,4,8,True,8,13,False,16,13,False,31
20100531_0412_HARP43_NOAA11076,2010-05-31 04:12:00,43,2010,0,True,43,1,False,4,1,False,8,1,False,16,1,False,31
20100531_0448_HARP40_NOAA11075,2010-05-31 04:48:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_0536_HARP38_NOAA11073,2010-05-31 05:36:00,38,2010,0,True,38,4,True,4,8,True,8,14,False,16,14,False,31
20100531_0548_HARP43_NOAA11076,2010-05-31 05:48:00,43,2010,0,True,43,2,False,4,2,False,8,2,False,16,2,False,31
20100531_0624_HARP40_NOAA11075,2010-05-31 06:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_0712_HARP38_NOAA11073,2010-05-31 07:12:00,38,2010,0,True,38,4,True,4,8,True,8,15,False,16,15,False,31
20100531_0724_HARP43_NOAA11076,2010-05-31 07:24:00,43,2010,0,True,43,3,False,4,3,False,8,3,False,16,3,False,31
20100531_0800_HARP40_NOAA11075,2010-05-31 08:00:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_0848_HARP38_NOAA11073,2010-05-31 08:48:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,16,False,31
20100531_0900_HARP43_NOAA11076,2010-05-31 09:00:00,43,2010,0,True,43,4,True,4,4,False,8,4,False,16,4,False,31
20100531_0936_HARP40_NOAA11075,2010-05-31 09:36:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_1024_HARP38_NOAA11073,2010-05-31 10:24:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,17,False,31
20100531_1036_HARP43_NOAA11076,2010-05-31 10:36:00,43,2010,0,True,43,4,True,4,5,False,8,5,False,16,5,False,31
20100531_1112_HARP40_NOAA11075,2010-05-31 11:12:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_1200_HARP38_NOAA11073,2010-05-31 12:00:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,18,False,31
20100531_1212_HARP43_NOAA11076,2010-05-31 12:12:00,43,2010,0,True,43,4,True,4,6,False,8,6,False,16,6,False,31
20100531_1248_HARP40_NOAA11075,2010-05-31 12:48:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_1336_HARP38_NOAA11073,2010-05-31 13:36:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,19,False,31
20100531_1348_HARP43_NOAA11076,2010-05-31 13:48:00,43,2010,0,True,43,4,True,4,7,False,8,7,False,16,7,False,31
20100531_1424_HARP40_NOAA11075,2010-05-31 14:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_1512_HARP38_NOAA11073,2010-05-31 15:12:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,20,False,31
20100531_1524_HARP43_NOAA11076,2010-05-31 15:24:00,43,2010,0,True,43,4,True,4,8,True,8,8,False,16,8,False,31
20100531_1600_HARP40_NOAA11075,2010-05-31 16:00:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_1648_HARP38_NOAA11073,2010-05-31 16:48:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,21,False,31
20100531_1700_HARP43_NOAA11076,2010-05-31 17:00:00,43,2010,0,True,43,4,True,4,8,True,8,9,False,16,9,False,31
20100531_1736_HARP40_NOAA11075,2010-05-31 17:36:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_1824_HARP38_NOAA11073,2010-05-31 18:24:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,22,False,31
20100531_1836_HARP43_NOAA11076,2010-05-31 18:36:00,43,2010,0,True,43,4,True,4,8,True,8,10,False,16,10,False,31
20100531_1912_HARP40_NOAA11075,2010-05-31 19:12:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_2000_HARP38_NOAA11073,2010-05-31 20:00:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,23,False,31
20100531_2012_HARP43_NOAA11076,2010-05-31 20:12:00,43,2010,0,True,43,4,True,4,8,True,8,11,False,16,11,False,31
20100531_2048_HARP40_NOAA11075,2010-05-31 20:48:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_2136_HARP38_NOAA11073,2010-05-31 21:36:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,24,False,31
20100531_2148_HARP43_NOAA11076,2010-05-31 21:48:00,43,2010,0,True,43,4,True,4,8,True,8,12,False,16,12,False,31
20100531_2224_HARP40_NOAA11075,2010-05-31 22:24:00,40,2010,0,True,40,4,True,4,8,True,8,16,True,16,31,True,31
20100531_2312_HARP38_NOAA11073,2010-05-31 23:12:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,25,False,31
20100531_2324_HARP43_NOAA11076,2010-05-31 23:24:00,43,2010,0,True,43,4,True,4,8,True,8,13,False,16,13,False,31
20100601_0048_HARP38_NOAA11073,2010-06-01 00:48:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,26,False,31
20100601_0100_HARP43_NOAA11076,2010-06-01 01:00:00,43,2010,0,True,43,4,True,4,8,True,8,14,False,16,14,False,31
20100601_0224_HARP38_NOAA11073,2010-06-01 02:24:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,27,False,31
20100601_0236_HARP43_NOAA11076,2010-06-01 02:36:00,43,2010,0,True,43,4,True,4,8,True,8,15,False,16,15,False,31
20100601_0400_HARP38_NOAA11073,2010-06-01 04:00:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,28,False,31
20100601_0412_HARP43_NOAA11076,2010-06-01 04:12:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,16,False,31
20100601_0536_HARP38_NOAA11073,2010-06-01 05:36:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,29,False,31
20100601_0548_HARP43_NOAA11076,2010-06-01 05:48:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,17,False,31
20100601_0712_HARP38_NOAA11073,2010-06-01 07:12:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,30,False,31
20100601_0724_HARP43_NOAA11076,2010-06-01 07:24:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,18,False,31
20100601_0848_HARP38_NOAA11073,2010-06-01 08:48:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_0900_HARP43_NOAA11076,2010-06-01 09:00:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,19,False,31
20100601_1024_HARP38_NOAA11073,2010-06-01 10:24:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_1036_HARP43_NOAA11076,2010-06-01 10:36:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,20,False,31
20100601_1200_HARP38_NOAA11073,2010-06-01 12:00:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_1212_HARP43_NOAA11076,2010-06-01 12:12:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,21,False,31
20100601_1336_HARP38_NOAA11073,2010-06-01 13:36:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_1348_HARP43_NOAA11076,2010-06-01 13:48:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,22,False,31
20100601_1512_HARP38_NOAA11073,2010-06-01 15:12:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_1524_HARP43_NOAA11076,2010-06-01 15:24:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,23,False,31
20100601_1648_HARP38_NOAA11073,2010-06-01 16:48:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_1700_HARP43_NOAA11076,2010-06-01 17:00:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,24,False,31
20100601_1824_HARP38_NOAA11073,2010-06-01 18:24:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_1836_HARP43_NOAA11076,2010-06-01 18:36:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,25,False,31
20100601_2000_HARP38_NOAA11073,2010-06-01 20:00:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_2012_HARP43_NOAA11076,2010-06-01 20:12:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,26,False,31
20100601_2136_HARP38_NOAA11073,2010-06-01 21:36:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_2148_HARP43_NOAA11076,2010-06-01 21:48:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,27,False,31
20100601_2312_HARP38_NOAA11073,2010-06-01 23:12:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100601_2324_HARP43_NOAA11076,2010-06-01 23:24:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,28,False,31
20100602_0048_HARP38_NOAA11073,2010-06-02 00:48:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0100_HARP43_NOAA11076,2010-06-02 01:00:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,29,False,31
20100602_0224_HARP38_NOAA11073,2010-06-02 02:24:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0236_HARP43_NOAA11076,2010-06-02 02:36:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,30,False,31
20100602_0400_HARP38_NOAA11073,2010-06-02 04:00:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0412_HARP43_NOAA11076,2010-06-02 04:12:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0536_HARP38_NOAA11073,2010-06-02 05:36:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0548_HARP43_NOAA11076,2010-06-02 05:48:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0712_HARP38_NOAA11073,2010-06-02 07:12:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0724_HARP43_NOAA11076,2010-06-02 07:24:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0848_HARP38_NOAA11073,2010-06-02 08:48:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_0900_HARP43_NOAA11076,2010-06-02 09:00:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1024_HARP38_NOAA11073,2010-06-02 10:24:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1036_HARP43_NOAA11076,2010-06-02 10:36:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1200_HARP38_NOAA11073,2010-06-02 12:00:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1212_HARP43_NOAA11076,2010-06-02 12:12:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1336_HARP38_NOAA11073,2010-06-02 13:36:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1348_HARP43_NOAA11076,2010-06-02 13:48:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1512_HARP38_NOAA11073,2010-06-02 15:12:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1524_HARP43_NOAA11076,2010-06-02 15:24:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1648_HARP38_NOAA11073,2010-06-02 16:48:00,38,2010,0,True,38,4,True,4,8,True,8,16,True,16,31,True,31
20100602_1700_HARP43_NOAA11076,2010-06-02 17:00:00,43,2010,0,True,43,4,True,4,8,True,8,16,True,16,31,True,31
