block_id,HARPNUM,start,end,n_targets,n_positive,global_block_index,num_shards,shard_index
2025_HARP12623_20250122_1024_20250123_0624,12623,2025-01-22 10:24:00,2025-01-23 06:24:00,13,0,120,4,0
2025_HARP12589_20250123_0924_20250123_2224,12589,2025-01-23 09:24:00,2025-01-23 22:24:00,9,9,124,4,0
2025_HARP12600_20250124_1000_20250124_1624,12600,2025-01-24 10:00:00,2025-01-24 16:24:00,5,0,128,4,0
2025_HARP12643_20250125_0912_20250126_0424,12643,2025-01-25 09:12:00,2025-01-26 04:24:00,13,0,132,4,0
2025_HARP12643_20250126_1012_20250127_0524,12643,2025-01-26 10:12:00,2025-01-27 05:24:00,13,0,136,4,0
2025_HARP12660_20250127_2036_20250128_0612,12660,2025-01-27 20:36:00,2025-01-28 06:12:00,7,0,140,4,0
2025_HARP12657_20250130_1012_20250131_0524,12657,2025-01-30 10:12:00,2025-01-31 05:24:00,13,0,144,4,0
2025_HARP12679_20250201_1748_20250202_0548,12679,2025-02-01 17:48:00,2025-02-02 05:48:00,8,0,148,4,0
2025_HARP12679_20250202_1112_20250203_0624,12679,2025-02-02 11:12:00,2025-02-03 06:24:00,13,0,152,4,0
2025_HARP12701_20250204_0124_20250204_0612,12701,2025-02-04 01:24:00,2025-02-04 06:12:00,4,0,156,4,0
2025_HARP12701_20250204_1936_20250205_0512,12701,2025-02-04 19:36:00,2025-02-05 05:12:00,7,0,160,4,0
2025_HARP12667_20250205_1100_20250205_1724,12667,2025-02-05 11:00:00,2025-02-05 17:24:00,5,0,164,4,0
2025_HARP12701_20250206_2024_20250207_0424,12701,2025-02-06 20:24:00,2025-02-07 04:24:00,6,0,168,4,0
2025_HARP12703_20250207_2048_20250208_1912,12703,2025-02-07 20:48:00,2025-02-08 19:12:00,15,0,172,4,0
2025_HARP12712_20250209_1000_20250209_1624,12712,2025-02-09 10:00:00,2025-02-09 16:24:00,5,0,176,4,0
2025_HARP12708_20250210_1100_20250211_0924,12708,2025-02-10 11:00:00,2025-02-11 09:24:00,15,0,180,4,0
2025_HARP12712_20250211_1936_20250212_1624,12712,2025-02-11 19:36:00,2025-02-12 16:24:00,14,0,184,4,0
2025_HARP12712_20250212_2000_20250213_1824,12712,2025-02-12 20:00:00,2025-02-13 18:24:00,15,0,188,4,0
2025_HARP12765_20250213_1948_20250214_1812,12765,2025-02-13 19:48:00,2025-02-14 18:12:00,15,0,192,4,0
2025_HARP12752_20250214_1324_20250215_1148,12752,2025-02-14 13:24:00,2025-02-15 11:48:00,15,0,196,4,0
2025_HARP12752_20250215_1324_20250216_1148,12752,2025-02-15 13:24:00,2025-02-16 11:48:00,15,0,200,4,0
2025_HARP12732_20250216_1812_20250216_2124,12732,2025-02-16 18:12:00,2025-02-16 21:24:00,3,0,204,4,0
2025_HARP12733_20250217_0948_20250218_0812,12733,2025-02-17 09:48:00,2025-02-18 08:12:00,15,0,208,4,0
2025_HARP12768_20250218_2312_20250219_2148,12768,2025-02-18 23:12:00,2025-02-19 21:48:00,15,0,212,4,0
2025_HARP12793_20250220_1624_20250220_1624,12793,2025-02-20 16:24:00,2025-02-20 16:24:00,1,1,216,4,0
2025_HARP12755_20250221_1936_20250221_2112,12755,2025-02-21 19:36:00,2025-02-21 21:12:00,2,0,220,4,0
2025_HARP12807_20250222_1236_20250223_1100,12807,2025-02-22 12:36:00,2025-02-23 11:00:00,15,0,224,4,0
2025_HARP12793_20250223_1936_20250224_1624,12793,2025-02-23 19:36:00,2025-02-24 16:24:00,14,14,228,4,0
2025_HARP12810_20250225_0100_20250225_2324,12810,2025-02-25 01:00:00,2025-02-25 23:24:00,15,0,232,4,0
2025_HARP12810_20250226_0100_20250226_0412,12810,2025-02-26 01:00:00,2025-02-26 04:12:00,3,0,236,4,0
2025_HARP12810_20250227_0512_20250227_1136,12810,2025-02-27 05:12:00,2025-02-27 11:36:00,5,0,240,4,0
2025_HARP12798_20250227_2112_20250228_1624,12798,2025-02-27 21:12:00,2025-02-28 16:24:00,13,0,244,4,0
2025_HARP12798_20250228_1936_20250301_0200,12798,2025-02-28 19:36:00,2025-03-01 02:00:00,5,0,248,4,0
2025_HARP12806_20250302_0448_20250302_1600,12806,2025-03-02 04:48:00,2025-03-02 16:00:00,8,0,252,4,0
2025_HARP12808_20250303_1436_20250303_1748,12808,2025-03-03 14:36:00,2025-03-03 17:48:00,3,0,256,4,0
2025_HARP12865_20250304_2136_20250305_0048,12865,2025-03-04 21:36:00,2025-03-05 00:48:00,3,0,260,4,0
2025_HARP12861_20250306_1136_20250306_1624,12861,2025-03-06 11:36:00,2025-03-06 16:24:00,4,4,264,4,0
2025_HARP12861_20250307_1936_20250307_2112,12861,2025-03-07 19:36:00,2025-03-07 21:12:00,2,1,268,4,0
2025_HARP12861_20250309_0036_20250309_2300,12861,2025-03-09 00:36:00,2025-03-09 23:00:00,15,0,272,4,0
2025_HARP12861_20250310_0036_20250310_1636,12861,2025-03-10 00:36:00,2025-03-10 16:36:00,11,0,276,4,0
2025_HARP12861_20250310_1948_20250310_2148,12861,2025-03-10 19:48:00,2025-03-10 21:48:00,2,0,280,4,0
2025_HARP12888_20250311_1100_20250312_0948,12888,2025-03-11 11:00:00,2025-03-12 09:48:00,15,0,284,4,0
2025_HARP12873_20250312_1124_20250312_2136,12873,2025-03-12 11:24:00,2025-03-12 21:36:00,7,0,288,4,0
2025_HARP12879_20250312_2100_20250313_1924,12879,2025-03-12 21:00:00,2025-03-13 19:24:00,15,0,292,4,0
2025_HARP12885_20250313_2012_20250314_0412,12885,2025-03-13 20:12:00,2025-03-14 04:12:00,6,0,296,4,0
2025_HARP12879_20250314_0848_20250315_0712,12879,2025-03-14 08:48:00,2025-03-15 07:12:00,15,0,300,4,0
2025_HARP12906_20250314_1524_20250315_1348,12906,2025-03-14 15:24:00,2025-03-15 13:48:00,15,0,304,4,0
2025_HARP12893_20250315_1236_20250316_1100,12893,2025-03-15 12:36:00,2025-03-16 11:00:00,15,0,308,4,0
2025_HARP12893_20250316_1236_20250317_1100,12893,2025-03-16 12:36:00,2025-03-17 11:00:00,15,0,312,4,0
2025_HARP12889_20250317_0212_20250317_1148,12889,2025-03-17 02:12:00,2025-03-17 11:48:00,7,0,316,4,0
2025_HARP12889_20250317_1500_20250318_0212,12889,2025-03-17 15:00:00,2025-03-18 02:12:00,8,0,320,4,0
2025_HARP12907_20250318_0736_20250318_2024,12907,2025-03-18 07:36:00,2025-03-18 20:24:00,9,0,324,4,0
2025_HARP12933_20250318_1936_20250318_1936,12933,2025-03-18 19:36:00,2025-03-18 19:36:00,1,0,328,4,0
2025_HARP12907_20250318_2348_20250319_1724,12907,2025-03-18 23:48:00,2025-03-19 17:24:00,12,2,332,4,0
2025_HARP12955_20250319_1948_20250320_1812,12955,2025-03-19 19:48:00,2025-03-20 18:12:00,15,0,336,4,0
2025_HARP12955_20250320_1948_20250321_1812,12955,2025-03-20 19:48:00,2025-03-21 18:12:00,15,0,340,4,0
2025_HARP12941_20250321_1712_20250322_0424,12941,2025-03-21 17:12:00,2025-03-22 04:24:00,8,0,344,4,0
2025_HARP12923_20250322_0236_20250323_0100,12923,2025-03-22 02:36:00,2025-03-23 01:00:00,15,0,348,4,0
2025_HARP12941_20250324_0736_20250325_0424,12941,2025-03-24 07:36:00,2025-03-25 04:24:00,14,0,352,4,0
2025_HARP12962_20250325_1124_20250326_1012,12962,2025-03-25 11:24:00,2025-03-26 10:12:00,15,0,356,4,0
2025_HARP12962_20250327_0112_20250327_0424,12962,2025-03-27 01:12:00,2025-03-27 04:24:00,3,0,360,4,0
2025_HARP12961_20250328_0212_20250329_0036,12961,2025-03-28 02:12:00,2025-03-29 00:36:00,15,0,364,4,0
2025_HARP12961_20250329_0524_20250329_1812,12961,2025-03-29 05:24:00,2025-03-29 18:12:00,9,0,368,4,0
2025_HARP12961_20250330_2300_20250331_1812,12961,2025-03-30 23:00:00,2025-03-31 18:12:00,13,0,372,4,0
2025_HARP12961_20250401_0036_20250401_0036,12961,2025-04-01 00:36:00,2025-04-01 00:36:00,1,0,376,4,0
2025_HARP12993_20250402_0236_20250402_1212,12993,2025-04-02 02:36:00,2025-04-02 12:12:00,7,0,380,4,0
2025_HARP13004_20250402_0924_20250402_1236,13004,2025-04-02 09:24:00,2025-04-02 12:36:00,3,0,384,4,0
2025_HARP13009_20250402_2024_20250402_2336,13009,2025-04-02 20:24:00,2025-04-02 23:36:00,3,0,388,4,0
2025_HARP13004_20250403_0248_20250403_0424,13004,2025-04-03 02:48:00,2025-04-03 04:24:00,2,0,392,4,0
2025_HARP13011_20250403_2048_20250404_1912,13011,2025-04-03 20:48:00,2025-04-04 19:12:00,15,0,396,4,0
2025_HARP13009_20250404_0748_20250405_0612,13009,2025-04-04 07:48:00,2025-04-05 06:12:00,15,0,400,4,0
2025_HARP13004_20250405_0748_20250406_0612,13004,2025-04-05 07:48:00,2025-04-06 06:12:00,15,8,404,4,0
2025_HARP13030_20250406_0936_20250407_0800,13030,2025-04-06 09:36:00,2025-04-07 08:00:00,15,0,408,4,0
2025_HARP13024_20250407_1936_20250408_1624,13024,2025-04-07 19:36:00,2025-04-08 16:24:00,14,0,412,4,0
2025_HARP13024_20250408_2000_20250408_2312,13024,2025-04-08 20:00:00,2025-04-08 23:12:00,3,0,416,4,0
2025_HARP13053_20250409_1936_20250409_2248,13053,2025-04-09 19:36:00,2025-04-09 22:48:00,3,0,420,4,0
2025_HARP13036_20250410_2000_20250411_1824,13036,2025-04-10 20:00:00,2025-04-11 18:24:00,15,0,424,4,0
2025_HARP13044_20250412_0124_20250412_2348,13044,2025-04-12 01:24:00,2025-04-12 23:48:00,15,0,428,4,0
2025_HARP13035_20250413_1100_20250413_1100,13035,2025-04-13 11:00:00,2025-04-13 11:00:00,1,0,432,4,0
2025_HARP13036_20250413_2136_20250414_0848,13036,2025-04-13 21:36:00,2025-04-14 08:48:00,8,0,436,4,0
2025_HARP13035_20250414_2036_20250414_2348,13035,2025-04-14 20:36:00,2025-04-14 23:48:00,3,0,440,4,0
2025_HARP13056_20250415_0300_20250415_1100,13056,2025-04-15 03:00:00,2025-04-15 11:00:00,6,0,444,4,0
2025_HARP13102_20250415_1836_20250415_2336,13102,2025-04-15 18:36:00,2025-04-15 23:36:00,4,0,448,4,0
2025_HARP13102_20250416_0736_20250416_1400,13102,2025-04-16 07:36:00,2025-04-16 14:00:00,5,0,452,4,0
2025_HARP13078_20250417_0736_20250417_1536,13078,2025-04-17 07:36:00,2025-04-17 15:36:00,6,0,456,4,0
2025_HARP13102_20250418_0736_20250418_1848,13102,2025-04-18 07:36:00,2025-04-18 18:48:00,8,0,460,4,0
2025_HARP13102_20250419_0736_20250419_1712,13102,2025-04-19 07:36:00,2025-04-19 17:12:00,7,0,464,4,0
2025_HARP13091_20250421_0036_20250421_0036,13091,2025-04-21 00:36:00,2025-04-21 00:36:00,1,1,468,4,0
2025_HARP13108_20250421_0736_20250421_2200,13108,2025-04-21 07:36:00,2025-04-21 22:00:00,10,0,472,4,0
2025_HARP13091_20250422_0348_20250423_0212,13091,2025-04-22 03:48:00,2025-04-23 02:12:00,15,0,476,4,0
2025_HARP13108_20250423_0112_20250423_0424,13108,2025-04-23 01:12:00,2025-04-23 04:24:00,3,0,480,4,0
2025_HARP13108_20250423_0736_20250424_0624,13108,2025-04-23 07:36:00,2025-04-24 06:24:00,15,0,484,4,0
2025_HARP13104_20250424_0148_20250424_2100,13104,2025-04-24 01:48:00,2025-04-24 21:00:00,13,0,488,4,0
2025_HARP13118_20250424_1936_20250425_0824,13118,2025-04-24 19:36:00,2025-04-25 08:24:00,9,0,492,4,0
2025_HARP13108_20250425_0800_20250425_1424,13108,2025-04-25 08:00:00,2025-04-25 14:24:00,5,0,496,4,0
2025_HARP13117_20250425_2224_20250426_2048,13117,2025-04-25 22:24:00,2025-04-26 20:48:00,15,0,500,4,0
2025_HARP13133_20250426_1248_20250427_1200,13133,2025-04-26 12:48:00,2025-04-27 12:00:00,15,0,504,4,0
2025_HARP13117_20250426_2224_20250427_1824,13117,2025-04-26 22:24:00,2025-04-27 18:24:00,13,0,508,4,0
2025_HARP13133_20250427_1336_20250427_1824,13133,2025-04-27 13:36:00,2025-04-27 18:24:00,4,0,512,4,0
2025_HARP13142_20250428_0200_20250428_2148,13142,2025-04-28 02:00:00,2025-04-28 21:48:00,13,0,516,4,0
2025_HARP13144_20250428_0236_20250428_1736,13144,2025-04-28 02:36:00,2025-04-28 17:36:00,10,0,520,4,0
2025_HARP13147_20250428_1100_20250429_0924,13147,2025-04-28 11:00:00,2025-04-29 09:24:00,15,0,524,4,0
2025_HARP13133_20250429_0048_20250429_2000,13133,2025-04-29 00:48:00,2025-04-29 20:00:00,13,0,528,4,0
2025_HARP13147_20250429_1100_20250429_1724,13147,2025-04-29 11:00:00,2025-04-29 17:24:00,5,0,532,4,0
2025_HARP13133_20250430_0048_20250430_2324,13133,2025-04-30 00:48:00,2025-04-30 23:24:00,15,0,536,4,0
2025_HARP13145_20250430_1948_20250430_2124,13145,2025-04-30 19:48:00,2025-04-30 21:24:00,2,0,540,4,0
2025_HARP13147_20250501_1424_20250502_1248,13147,2025-05-01 14:24:00,2025-05-02 12:48:00,15,0,544,4,0
2025_HARP13171_20250502_2236_20250503_0012,13171,2025-05-02 22:36:00,2025-05-03 00:12:00,2,0,548,4,0
2025_HARP13171_20250503_1200_20250504_0224,13171,2025-05-03 12:00:00,2025-05-04 02:24:00,10,0,552,4,0
2025_HARP13171_20250505_0024_20250505_1624,13171,2025-05-05 00:24:00,2025-05-05 16:24:00,11,0,556,4,0
2025_HARP13171_20250505_1936_20250505_2112,13171,2025-05-05 19:36:00,2025-05-05 21:12:00,2,0,560,4,0
2025_HARP13182_20250506_0736_20250506_1712,13182,2025-05-06 07:36:00,2025-05-06 17:12:00,7,0,564,4,0
2025_HARP13171_20250507_0024_20250507_1136,13171,2025-05-07 00:24:00,2025-05-07 11:36:00,8,0,568,4,0
2025_HARP13190_20250508_0736_20250509_0424,13190,2025-05-08 07:36:00,2025-05-09 04:24:00,14,0,572,4,0
2025_HARP13207_20250509_2324_20250510_2012,13207,2025-05-09 23:24:00,2025-05-10 20:12:00,14,0,576,4,0
2025_HARP13190_20250510_2336_20250511_0424,13190,2025-05-10 23:36:00,2025-05-11 04:24:00,4,0,580,4,0
2025_HARP13207_20250511_2324_20250512_2148,13207,2025-05-11 23:24:00,2025-05-12 21:48:00,15,0,584,4,0
2025_HARP13199_20250513_0312_20250513_1736,13199,2025-05-13 03:12:00,2025-05-13 17:36:00,10,0,588,4,0
2025_HARP13199_20250514_0136_20250514_1112,13199,2025-05-14 01:36:00,2025-05-14 11:12:00,7,0,592,4,0
2025_HARP13199_20250515_1500_20250515_1500,13199,2025-05-15 15:00:00,2025-05-15 15:00:00,1,0,596,4,0
2025_HARP13231_20250517_0900_20250518_0724,13231,2025-05-17 09:00:00,2025-05-18 07:24:00,15,0,600,4,0
2025_HARP13249_20250518_1936_20250519_1624,13249,2025-05-18 19:36:00,2025-05-19 16:24:00,14,0,604,4,0
2025_HARP13246_20250519_1424_20250520_1248,13246,2025-05-19 14:24:00,2025-05-20 12:48:00,15,0,608,4,0
2025_HARP13232_20250520_0036_20250520_2300,13232,2025-05-20 00:36:00,2025-05-20 23:00:00,15,15,612,4,0
2025_HARP13249_20250520_1936_20250521_1624,13249,2025-05-20 19:36:00,2025-05-21 16:24:00,14,0,616,4,0
2025_HARP13269_20250521_0712_20250521_2212,13269,2025-05-21 07:12:00,2025-05-21 22:12:00,10,0,620,4,0
2025_HARP13246_20250522_1936_20250523_1624,13246,2025-05-22 19:36:00,2025-05-23 16:24:00,14,0,624,4,0
2025_HARP13264_20250523_1548_20250524_1412,13264,2025-05-23 15:48:00,2025-05-24 14:12:00,15,0,628,4,0
2025_HARP13264_20250524_1548_20250525_1412,13264,2025-05-24 15:48:00,2025-05-25 14:12:00,15,0,632,4,0
2025_HARP13264_20250525_1548_20250526_1412,13264,2025-05-25 15:48:00,2025-05-26 14:12:00,15,0,636,4,0
2025_HARP13292_20250526_0736_20250527_0636,13292,2025-05-26 07:36:00,2025-05-27 06:36:00,15,0,640,4,0
2025_HARP13273_20250527_0500_20250528_0412,13273,2025-05-27 05:00:00,2025-05-28 04:12:00,15,0,644,4,0
2025_HARP13264_20250527_1948_20250527_1948,13264,2025-05-27 19:48:00,2025-05-27 19:48:00,1,0,648,4,0
2025_HARP13274_20250528_0812_20250529_0712,13274,2025-05-28 08:12:00,2025-05-29 07:12:00,15,0,652,4,0
2025_HARP13274_20250529_0848_20250529_1824,13274,2025-05-29 08:48:00,2025-05-29 18:24:00,7,0,656,4,0
2025_HARP13299_20250530_1700_20250530_2324,13299,2025-05-30 17:00:00,2025-05-30 23:24:00,5,5,660,4,0
2025_HARP13294_20250601_0236_20250602_0100,13294,2025-06-01 02:36:00,2025-06-02 01:00:00,15,0,664,4,0
2025_HARP13299_20250602_0236_20250603_0100,13299,2025-06-02 02:36:00,2025-06-03 01:00:00,15,12,668,4,0
2025_HARP13306_20250603_0748_20250604_0500,13306,2025-06-03 07:48:00,2025-06-04 05:00:00,14,0,672,4,0
2025_HARP13306_20250605_0848_20250605_1200,13306,2025-06-05 08:48:00,2025-06-05 12:00:00,3,0,676,4,0
2025_HARP13327_20250607_0100_20250607_2324,13327,2025-06-07 01:00:00,2025-06-07 23:24:00,15,0,680,4,0
2025_HARP13323_20250607_2312_20250608_2136,13323,2025-06-07 23:12:00,2025-06-08 21:36:00,15,0,684,4,0
2025_HARP13323_20250608_2312_20250609_2136,13323,2025-06-08 23:12:00,2025-06-09 21:36:00,15,0,688,4,0
2025_HARP13347_20250610_1648_20250611_1512,13347,2025-06-10 16:48:00,2025-06-11 15:12:00,15,0,692,4,0
2025_HARP13323_20250611_2324_20250612_1036,13323,2025-06-11 23:24:00,2025-06-12 10:36:00,8,8,696,4,0
2025_HARP13345_20250613_0736_20250614_0424,13345,2025-06-13 07:36:00,2025-06-14 04:24:00,14,0,700,4,0
2025_HARP13366_20250614_1812_20250615_1636,13366,2025-06-14 18:12:00,2025-06-15 16:36:00,15,0,704,4,0
2025_HARP13366_20250615_1812_20250616_0212,13366,2025-06-15 18:12:00,2025-06-16 02:12:00,6,0,708,4,0
2025_HARP13345_20250616_0736_20250617_0424,13345,2025-06-16 07:36:00,2025-06-17 04:24:00,14,0,712,4,0
2025_HARP13366_20250618_0700_20250619_0236,13366,2025-06-18 07:00:00,2025-06-19 02:36:00,13,0,716,4,0
2025_HARP13386_20250622_0012_20250622_2236,13386,2025-06-22 00:12:00,2025-06-22 22:36:00,15,0,720,4,0
2025_HARP13403_20250623_0736_20250624_0424,13403,2025-06-23 07:36:00,2025-06-24 04:24:00,14,0,724,4,0
2025_HARP13403_20250624_0736_20250625_0424,13403,2025-06-24 07:36:00,2025-06-25 04:24:00,14,0,728,4,0
2025_HARP13403_20250625_0736_20250625_1736,13403,2025-06-25 07:36:00,2025-06-25 17:36:00,7,0,732,4,0
2025_HARP13415_20250625_2148_20250626_0724,13415,2025-06-25 21:48:00,2025-06-26 07:24:00,7,0,736,4,0
2025_HARP13434_20250626_2012_20250627_1900,13434,2025-06-26 20:12:00,2025-06-27 19:00:00,15,0,740,4,0
2025_HARP13434_20250627_2036_20250628_1900,13434,2025-06-27 20:36:00,2025-06-28 19:00:00,15,0,744,4,0
2025_HARP13412_20250629_1136_20250629_1624,13412,2025-06-29 11:36:00,2025-06-29 16:24:00,4,0,748,4,0
2025_HARP13432_20250629_2248_20250630_1136,13432,2025-06-29 22:48:00,2025-06-30 11:36:00,9,0,752,4,0
2025_HARP13432_20250630_1936_20250701_0024,13432,2025-06-30 19:36:00,2025-07-01 00:24:00,4,0,756,4,0
2025_HARP13439_20250701_0036_20250701_0036,13439,2025-07-01 00:36:00,2025-07-01 00:36:00,1,0,760,4,0
2025_HARP13439_20250701_0348_20250701_2124,13439,2025-07-01 03:48:00,2025-07-01 21:24:00,12,0,764,4,0
2025_HARP13449_20250701_2100_20250701_2236,13449,2025-07-01 21:00:00,2025-07-01 22:36:00,2,0,768,4,0
2025_HARP13439_20250702_0036_20250702_0212,13439,2025-07-02 00:36:00,2025-07-02 02:12:00,2,0,772,4,0
2025_HARP13436_20250702_0200_20250702_1624,13436,2025-07-02 02:00:00,2025-07-02 16:24:00,10,0,776,4,0
2025_HARP13432_20250702_2000_20250703_0048,13432,2025-07-02 20:00:00,2025-07-03 00:48:00,4,0,780,4,0
2025_HARP13449_20250703_0036_20250703_0036,13449,2025-07-03 00:36:00,2025-07-03 00:36:00,1,0,784,4,0
2025_HARP13445_20250703_0400_20250703_2000,13445,2025-07-03 04:00:00,2025-07-03 20:00:00,11,0,788,4,0
2025_HARP13445_20250703_2312_20250704_2136,13445,2025-07-03 23:12:00,2025-07-04 21:36:00,15,0,792,4,0
2025_HARP13436_20250704_2312_20250705_2136,13436,2025-07-04 23:12:00,2025-07-05 21:36:00,15,0,796,4,0
2025_HARP13445_20250705_2312_20250706_0048,13445,2025-07-05 23:12:00,2025-07-06 00:48:00,2,0,800,4,0
2025_HARP13446_20250707_0736_20250708_0424,13446,2025-07-07 07:36:00,2025-07-08 04:24:00,14,0,804,4,0
2025_HARP13483_20250710_0048_20250710_1600,13483,2025-07-10 00:48:00,2025-07-10 16:00:00,10,0,808,4,0
2025_HARP13470_20250711_0136_20250711_0624,13470,2025-07-11 01:36:00,2025-07-11 06:24:00,4,0,812,4,0
2025_HARP13470_20250711_1936_20250712_0648,13470,2025-07-11 19:36:00,2025-07-12 06:48:00,8,0,816,4,0
2025_HARP13476_20250712_1936_20250713_0536,13476,2025-07-12 19:36:00,2025-07-13 05:36:00,7,0,820,4,0
2025_HARP13470_20250713_1000_20250713_1624,13470,2025-07-13 10:00:00,2025-07-13 16:24:00,5,0,824,4,0
2025_HARP13476_20250714_1936_20250715_0512,13476,2025-07-14 19:36:00,2025-07-15 05:12:00,7,0,828,4,0
2025_HARP13476_20250716_1024_20250716_2136,13476,2025-07-16 10:24:00,2025-07-16 21:36:00,8,0,832,4,0
2025_HARP13501_20250717_0924_20250718_0612,13501,2025-07-17 09:24:00,2025-07-18 06:12:00,14,0,836,4,0
2025_HARP13501_20250718_1012_20250719_0524,13501,2025-07-18 10:12:00,2025-07-19 05:24:00,13,0,840,4,0
2025_HARP13493_20250719_1036_20250719_1212,13493,2025-07-19 10:36:00,2025-07-19 12:12:00,2,0,844,4,0
2025_HARP13532_20250719_1936_20250720_0512,13532,2025-07-19 19:36:00,2025-07-20 05:12:00,7,0,848,4,0
2025_HARP13517_20250720_1112_20250720_1248,13517,2025-07-20 11:12:00,2025-07-20 12:48:00,2,0,852,4,0
2025_HARP13506_20250721_0912_20250722_0424,13506,2025-07-21 09:12:00,2025-07-22 04:24:00,13,0,856,4,0
2025_HARP13507_20250721_1936_20250722_0512,13507,2025-07-21 19:36:00,2025-07-22 05:12:00,7,0,860,4,0
2025_HARP13522_20250722_2136_20250723_0536,13522,2025-07-22 21:36:00,2025-07-23 05:36:00,6,0,864,4,0
2025_HARP13517_20250723_2148_20250724_0100,13517,2025-07-23 21:48:00,2025-07-24 01:00:00,3,0,868,4,0
2025_HARP13524_20250724_1036_20250725_0112,13524,2025-07-24 10:36:00,2025-07-25 01:12:00,10,0,872,4,0
2025_HARP13542_20250725_0548_20250725_0548,13542,2025-07-25 05:48:00,2025-07-25 05:48:00,1,0,876,4,0
2025_HARP13542_20250725_1000_20250725_1624,13542,2025-07-25 10:00:00,2025-07-25 16:24:00,5,0,880,4,0
2025_HARP13561_20250726_1000_20250726_1624,13561,2025-07-26 10:00:00,2025-07-26 16:24:00,5,0,884,4,0
2025_HARP13543_20250726_1748_20250727_0500,13543,2025-07-26 17:48:00,2025-07-27 05:00:00,8,0,888,4,0
2025_HARP13543_20250727_0912_20250728_0424,13543,2025-07-27 09:12:00,2025-07-28 04:24:00,13,0,892,4,0
